thomas_num,thomas_name,last_name,first_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
4769,"Portman, Rob",Portman, Rob,29386,103,1993,OH,2,0,0,1993,0,0,0,,,0.382999986,0.541000009,0.722000003,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,5,1,1,1,1,0.165591061,
4770,"Poshard, Glenn",Poshard, Glenn,15620,103,1993,IL,19,1,1,1988,0,0,0,69,4761,-0.202000007,0.044000007,0.136999995,20,0,0,0,0,0,3,9,1,0.301999986,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,1,1,0,6,1,1,1,0,0.12114957,0.027104223
4771,"Price, David",Price, David,15438,103,1993,NC,4,1,1,1986,0,0,0,65,4225,-0.284000009,0.126000002,0.054999992,12,0,0,0,1,1,4,16,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0.065659583,0.527199447
4772,"Pryce, Deborah",Pryce, Deborah,29390,103,1993,OH,15,0,0,1992,1,0,0,44,1936,0.351999998,0.50999999,0.690999985,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062532932,
4773,"Quillen, James",Quillen, James,10616,103,1993,TN,1,0,0,1962,0,0,0,68,4624,0.254000008,0.412,0.592999995,9,0,0,0,1,0,16,256,1,0.149000004,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0.375197619,0.284594357
4774,"Quinn, Jack",Quinn, Jack,29381,103,1993,NY,30,0,0,1992,0,0,0,52,2704,0.224999994,0.382999986,0.56400001,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031266466,
4775,"Rahall, Nick",Rahall, Nick,14448,103,1993,WV,3,1,1,1976,0,0,0,66,4356,-0.316000015,0.158000007,0.022999985,3,0,0,1,0,0,9,81,0,0,0,0,0,0,6,5,6,5,1,13,5,0,0,0,0,0,0,0,0,19,10,6,5,1,3.979408979,2.329736948
4776,"Ramstad, Jim",Ramstad, Jim,29126,103,1993,MN,3,0,0,1990,0,0,0,64,4096,0.367000014,0.525000036,0.70600003,8,0,0,0,0,0,2,4,1,0.199000001,0,0,0,0,3,3,3,1,0,13,0,0,0,0,2,0,0,0,0,18,3,3,1,0,1.435112476,0.260874659
4777,"Rangel, Charles",Rangel, Charles,13035,103,1993,NY,15,1,1,1970,0,1,0,95,9025,-0.541999996,0.384000003,0.202999994,31,0,0,1,1,0,12,144,1,0.407000005,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0.329309165,1.130261421
4778,"Ravenel, Arthur",Ravenel, Arthur,15439,103,1993,SC,1,0,0,1986,0,0,0,66,4356,0.165999994,0.324000001,0.504999995,6,0,0,0,0,0,4,16,1,0.280999988,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.140699103,0.135521114
4779,"Reed, Jack",Reed, Jack,29142,103,1993,RI,2,1,1,1990,0,0,0,71,5041,-0.363000005,0.204999998,0.024000006,2,0,0,0,0,0,2,4,1,0.148000002,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,15,1,1,0,0,0.386547089,0.33932671
4780,"Regula, Ralph",Regula, Ralph,14045,103,1993,OH,16,0,0,1972,0,0,0,64,4096,0.248999998,0.407000005,0.588,19,0,0,0,1,0,11,121,1,0.354999989,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,0,0,0,0,16,1,0,0,0,0.301169336,0.233096316
4781,"Reynolds, Mel",Reynolds, Mel,29347,103,1993,IL,2,1,1,1992,0,1,0,78,6084,-0.513000011,0.355000019,0.17400001,20,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0.362598151,
4782,"Richardson, Bill",Richardson, Bill,15055,103,1993,NM,3,1,1,1982,0,0,1,67,4489,-0.338,0.179999992,0.001000001,3,0,0,1,0,0,6,36,0,0,1,0,0,0,13,12,9,9,7,39,12,5,4,2,1,0,0,0,0,53,24,14,13,9,11.56282902,3.349829435
4783,"Ridge, Thomas",Ridge, Thomas,15056,103,1993,PA,21,0,0,1982,0,0,0,68,4624,0.226999998,0.38499999,0.565999985,21,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062532932,0.135521114
4784,"Roberts, Pat",Roberts, Pat,14852,103,1993,KS,1,0,0,1980,0,0,0,70,4900,0.446999997,0.605000019,0.786000013,4,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.265764982,0.287978888
4785,"Roemer, Tim",Roemer, Tim,29117,103,1993,IN,3,1,1,1990,0,0,0,57,3249,-0.141000003,0.016999997,0.197999999,10,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.109432638,0.146135256
4786,"Rogers, Harold",Rogers, Harold,14854,103,1993,KY,5,0,0,1980,0,0,0,55,3025,0.347000003,0.504999995,0.68599999,6,0,0,0,1,0,7,49,0,0,0,0,1,0,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,6,2,1,1,1,0.657001019,0.138905644
4787,"Rohrabacher, Dana",Rohrabacher, Dana,15621,103,1993,CA,45,0,0,1988,0,0,0,55,3025,0.624000013,0.782000005,0.963,52,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062532932,0.226313263
4788,"Romero-Barcelo, Carlos",Romero-Barcelo, Carlos,,103,1993,PR,1,,0,1992,0,0,1,,,,,,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.110443898,
4789,"Ros-Lehtinen, Ileana",Ros-Lehtinen, Ileana,15634,103,1993,FL,18,0,0,1989,1,0,1,67,4489,0.257999986,0.415999979,0.597000003,23,0,0,0,0,0,3,9,1,0.254999995,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031266466,0.142290175
4790,"Rose, Charlie",Rose, Charlie,14048,103,1993,NC,7,1,1,1972,0,0,0,57,3249,-0.338999987,0.180999979,1.34E-08,12,0,1,1,0,0,11,121,0,0,0,0,1,1,1,1,1,1,0,9,3,3,1,1,2,0,0,0,0,12,4,4,2,1,1.50560689,2.029209137
4791,"Rostenkowski, Dan",Rostenkowski, Dan,8080,103,1993,IL,5,1,1,1958,0,0,0,57,3249,-0.368000001,0.209999993,0.029000001,20,0,1,0,1,0,18,324,1,0.344000012,0,0,0,0,7,7,6,6,5,9,2,1,1,1,0,0,0,0,0,16,9,7,7,6,6.57006216,9.687924385
4792,"Roth, Toby",Roth, Toby,14655,103,1993,WI,8,0,0,1978,0,0,0,70,4900,0.388999999,0.546999991,0.727999985,9,0,0,0,0,0,8,64,1,0.248999998,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0.112559281,0.149073228
4793,"Roukema, Marge",Roukema, Marge,14855,103,1993,NJ,5,0,0,1980,1,0,0,72,5184,0.162,0.319999993,0.500999987,13,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0.329309165,0.135521114
4794,"Rowland, J.",Rowland, J.,15057,103,1993,GA,8,1,1,1982,0,0,0,56,3136,-0.116999999,0.041000001,0.222000003,11,0,0,1,0,0,6,36,1,0.142000005,0,0,1,1,8,8,5,5,3,8,0,0,0,0,0,0,0,0,0,16,8,5,5,3,4.801674366,0.710341156
4795,"Roybal-Allard, Lucille",Roybal-Allard, Lucille,29317,103,1993,CA,33,1,1,1992,1,0,1,63,3969,-0.566999972,0.408999979,0.22799997,52,0,0,0,0,0,1,1,1,0.625,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031266466,
4796,"Royce, Edward",Royce, Edward,29321,103,1993,CA,39,0,0,1992,0,0,0,57,3249,0.792999983,0.950999975,1.131999969,52,0,0,0,0,0,1,1,1,0.625,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031266466,
4797,"Rush, Bobby",Rush, Bobby,29346,103,1993,IL,1,1,1,1992,0,1,0,83,6889,-0.588999987,0.430999994,0.249999985,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.093799405,
4798,"Sabo, Martin",Sabo, Martin,14656,103,1993,MN,5,1,1,1978,0,0,0,63,3969,-0.566999972,0.408999979,0.22799997,8,0,1,0,1,1,8,64,1,0.210999995,0,0,0,0,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0.966025889,0.081312671
4799,"Sanders, Bernard",Sanders, Bernard,29147,103,1993,VT,1,0,0,1990,0,0,0,58,3364,-0.535000026,0.377000034,0.196000025,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.218865275,0.335404277
4800,"Sangmeister, George",Sangmeister, George,15622,103,1993,IL,11,1,1,1988,0,0,0,56,3136,-0.224999994,0.066999994,0.114000008,20,0,0,1,0,0,3,9,1,0.301999986,0,0,0,0,4,4,2,2,0,12,2,1,1,0,0,0,0,0,0,16,6,3,3,0,1.939469099,0.040656336
4801,"Santorum, Rick",Santorum, Rick,29141,103,1993,PA,18,0,0,1990,0,0,0,61,3721,0.294,0.451999992,0.633000016,21,0,0,0,1,0,2,4,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,2,0,0,0,0,36,0,0,0,0,0.553416491,0.327961117
4802,"Sarpalius, Bill",Sarpalius, Bill,15623,103,1993,TX,13,1,1,1988,0,0,0,60,3600,-0.054000001,0.104000002,0.284999996,30,0,0,1,0,0,3,9,1,0.209999993,0,0,1,1,1,1,0,0,0,4,0,0,0,0,1,1,1,1,1,6,2,1,1,1,0.32394594,0.179561988
4803,"Sawyer, Thomas",Sawyer, Thomas,15442,103,1993,OH,14,1,1,1986,0,0,0,68,4624,-0.388999999,0.230999991,0.049999997,19,0,0,1,0,0,4,16,1,0.354999989,0,0,0,0,1,1,1,1,0,12,3,3,3,2,0,0,0,0,0,13,4,4,4,2,2.003630161,2.504836559
4804,"Saxton, Jim",Saxton, Jim,15112,103,1993,NJ,3,0,0,1984,0,0,0,59,3481,0.238000005,0.395999998,0.577000022,13,0,0,0,0,0,5,25,1,0.174999997,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0.15945898,0.149073228
4805,"Schaefer, Dan",Schaefer, Dan,15058,103,1993,CO,6,0,0,1983,0,0,0,61,3721,0.479999989,0.638000011,0.819000006,6,0,0,0,0,0,6,36,1,0.284000009,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,5,1,1,1,1,0.165591061,0.013552112
4806,"Schenk, Lynn",Schenk, Lynn,29324,103,1993,CA,49,1,1,1992,1,0,0,51,2601,-0.261000007,0.103000008,0.077999994,52,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,13,3,3,3,3,1.805262446,
4807,"Schiff, Steven",Schiff, Steven,15624,103,1993,NM,1,0,0,1988,0,0,0,63,3969,0.194999993,0.352999985,0.533999979,3,0,0,0,0,0,3,9,0,0,0,0,0,0,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0.633066058,0.657973826
4808,"Schroeder, Patricia",Schroeder, Patricia,14051,103,1993,CO,1,1,1,1972,1,0,0,69,4761,-0.342999995,0.184999987,0.003999995,6,0,0,1,0,0,11,121,0,0,0,0,0,0,4,4,4,3,2,30,3,0,0,0,0,0,0,0,0,34,7,4,3,2,3.611055613,1.596185684
4809,"Schumer, Charles",Schumer, Charles,14858,103,1993,NY,9,1,1,1980,0,0,0,89,7921,-0.356000006,0.197999999,0.017000007,31,0,0,1,0,0,7,49,1,0.407000005,0,0,0,0,15,14,13,6,2,38,4,0,0,0,1,0,1,1,1,54,18,14,7,3,7.756517887,4.522200584
4810,"Scott, Robert",Scott, Robert,39307,103,1993,VA,3,1,1,1992,0,0,0,79,6241,-0.476000011,0.318000019,0.137000009,11,0,0,0,0,0,1,1,1,0.170000002,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0.118691362,
4811,"Sensenbrenner, James",Sensenbrenner, James,14657,103,1993,WI,9,0,0,1978,0,0,0,70,4900,0.663999975,0.821999967,1.003000021,9,0,0,0,0,0,8,64,1,0.248999998,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.140699103,0.149073228
4812,"Serrano, Jose",Serrano, Jose,29134,103,1993,NY,16,1,1,1990,0,0,1,91,8281,-0.535000026,0.377000034,0.196000025,31,0,0,0,1,0,2,4,1,0.658999979,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.078166172,1.737171531
4813,"Sharp, Philip",Sharp, Philip,14274,103,1993,IN,2,1,1,1974,0,0,0,57,3249,-0.223000005,0.065000005,0.115999997,10,0,0,1,0,0,10,100,0,0,0,0,0,0,4,3,4,3,0,4,0,0,0,0,0,0,0,0,0,8,3,4,3,0,1.935507774,2.073759079
4814,"Shaw, E.",Shaw, E.,14860,103,1993,FL,22,0,0,1980,0,0,0,52,2704,0.305000007,0.463,0.643999994,23,0,0,0,1,0,7,49,0,0,0,0,1,0,1,0,1,1,1,17,0,0,0,0,0,0,0,0,0,18,0,1,1,1,1.169257879,0.488322586
4815,"Shays, Christopher",Shays, Christopher,15449,103,1993,CT,4,0,0,1987,0,0,0,67,4489,0.127000004,0.284999996,0.465999991,6,0,0,0,0,1,4,16,1,0.200000003,0,0,0,0,3,3,1,1,0,17,1,1,0,0,0,0,0,0,0,20,4,2,1,0,1.289423108,0.2303859
4816,"Shepherd, Karen",Shepherd, Karen,39306,103,1993,UT,2,1,1,1992,1,0,0,51,2601,-0.254000008,0.096000008,0.084999993,3,0,0,0,0,0,1,1,1,0.082000002,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.18759881,
4817,"Shuster, Bud",Shuster, Bud,14052,103,1993,PA,9,0,0,1972,0,0,0,100,10000,0.402999997,0.56099999,0.741999984,21,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.079177432,0.091926813
4818,"Sisisky, Norman",Sisisky, Norman,15060,103,1993,VA,4,1,1,1982,0,0,0,68,4624,-0.115999997,0.042000003,0.223000005,11,0,0,1,0,0,6,36,1,0.164000005,0,0,1,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,1,1,1,1,0.530923903,0.503000855
4819,"Skaggs, David",Skaggs, David,15443,103,1993,CO,2,1,1,1986,0,0,0,61,3721,-0.381999999,0.223999992,0.042999998,6,0,0,0,1,0,4,16,1,0.284000009,0,0,0,0,1,1,1,1,1,8,3,2,2,1,0,0,0,0,0,9,4,3,3,2,1.980665565,0.417240858
4820,"Skeen, Joe",Skeen, Joe,14861,103,1993,NM,2,0,0,1980,0,0,0,56,3136,0.300999999,0.458999991,0.639999986,3,0,0,0,1,0,7,49,1,0.092,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.046899702,0.166009873
4821,"Skelton, Ike",Skelton, Ike,14451,103,1993,MO,4,1,1,1976,0,0,0,70,4900,-0.158000007,7.27E-09,0.180999994,9,0,0,1,0,0,9,81,1,0.266000003,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0.443444699,0.624774635
4822,"Slattery, Jim",Slattery, Jim,15061,103,1993,KS,2,1,1,1982,0,0,0,56,3136,-0.151999995,0.006000005,0.187000006,4,0,0,1,0,0,6,36,1,0.169,0,0,0,0,6,6,5,5,1,42,3,1,1,1,1,0,0,0,0,49,9,6,6,2,4.695003986,0.728939414
4823,"Slaughter, Louise",Slaughter, Louise,15444,103,1993,NY,28,1,1,1986,1,0,0,55,3025,-0.423000008,0.265000015,0.084000006,31,0,0,0,1,1,4,16,1,0.407000005,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0.355280608,1.095445633
4824,"Smith, Nick",Smith, Nick,29364,103,1993,MI,7,0,0,1992,0,0,0,88,7744,0.425999999,0.583999991,0.764999986,16,0,0,0,0,1,1,1,1,0.652999997,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.218865275,
4825,"Smith, Neal",Smith, Neal,8672,103,1993,IA,4,1,1,1958,0,0,0,62,3844,-0.310000002,0.151999995,0.028999997,5,0,0,1,1,0,18,324,0,0,0,0,0,0,2,2,2,2,2,10,0,0,0,0,0,0,0,0,0,12,2,2,2,2,2.217494965,1.974057436
4826,"Smith, Christopher",Smith, Christopher,14863,103,1993,NJ,4,0,0,1980,0,0,0,62,3844,0.134000003,0.291999996,0.47299999,13,0,0,0,0,0,7,49,0,0,0,0,0,0,1,1,0,0,0,19,0,0,0,0,1,1,1,1,1,21,2,1,1,1,0.55844444,0.457019448
4827,"Smith, Lamar",Smith, Lamar,15445,103,1993,TX,21,0,0,1986,0,0,0,72,5184,0.425000012,0.583000004,0.763999999,30,0,0,0,0,1,4,16,1,0.191,0,0,1,0,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,16,3,1,0,0,0.529268682,0.200343713
4828,"Smith, Robert",Smith, Robert,15063,103,1993,OR,2,0,0,1982,0,0,0,67,4489,0.43900001,0.597000003,0.777999997,5,0,0,0,0,0,6,36,1,0.232999995,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0.188610062,0.264259189
4829,"Snowe, Olympia",Snowe, Olympia,14661,103,1993,ME,2,0,0,1978,1,0,0,49,2401,0.097999997,0.256000012,0.437000006,2,0,0,0,0,1,8,64,1,0.180000007,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,36,2,0,0,0,0.689884782,1.213625073
4830,"Solomon, Gerald",Solomon, Gerald,14662,103,1993,NY,22,0,0,1978,0,0,0,65,4225,0.493000001,0.651000023,0.832000017,31,0,0,0,1,0,8,64,1,0.407000005,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0.81292814,0.809054077
4831,"Spence, Floyd",Spence, Floyd,13042,103,1993,SC,2,0,0,1970,0,0,0,88,7744,0.34799999,0.505999982,0.686999977,6,0,0,0,0,0,12,144,1,0.280999988,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.079177432,0.040656336
4832,"Spratt, John",Spratt, John,15064,103,1993,SC,5,1,1,1982,0,0,0,61,3721,-0.243000001,0.085000001,0.096000001,6,0,0,1,0,1,6,36,0,0,0,0,1,1,5,4,5,5,0,6,0,0,0,0,0,0,0,0,0,11,4,5,5,0,2.741210461,0.510457993
4833,"Stark, Fortney",Stark, Fortney,14053,103,1993,CA,13,1,1,1972,0,0,0,60,3600,-0.716000021,0.558000028,0.377000034,52,0,1,1,1,0,11,121,0,0,0,0,0,0,2,1,2,2,2,57,3,0,0,0,1,1,1,0,0,60,5,3,2,2,3.049337626,1.970328212
4834,"Stearns, Cliff",Stearns, Cliff,15627,103,1993,FL,6,0,0,1988,0,0,0,65,4225,0.521000028,0.67900002,0.860000014,23,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,10,2,0,0,0,0.283420742,0.081312671
4835,"Stenholm, Charles",Stenholm, Charles,14664,103,1993,TX,17,1,1,1978,0,0,0,66,4356,0.017999999,0.175999999,0.356999993,30,0,0,1,0,1,8,64,0,0,0,0,1,1,1,1,1,1,0,15,3,0,0,0,1,1,1,1,1,17,5,2,2,1,1.083089113,0.971268058
4836,"Stokes, Louis",Stokes, Louis,12030,103,1993,OH,11,1,1,1968,0,1,0,69,4761,-0.563000023,0.405000031,0.224000022,19,0,0,1,1,0,13,169,0,0,0,0,0,0,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2.108062267,0.173239484
4837,"Strickland, Ted",Strickland, Ted,29387,103,1993,OH,6,1,1,1992,0,0,0,51,2601,,,,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062532932,
4838,"Studds, Gerry",Studds, Gerry,14055,103,1993,MA,10,1,1,1972,0,0,0,61,3721,-0.508000016,0.350000024,0.169000015,10,0,1,1,0,0,11,121,0,0,0,0,0,0,18,17,15,10,1,18,4,2,1,0,0,0,0,0,0,36,21,17,11,1,8.871826172,7.477355957
4839,"Stump, Bob",Stump, Bob,14454,103,1993,AZ,3,0,0,1976,0,0,0,62,3844,0.711000025,0.869000018,1.050000072,6,0,0,0,0,0,9,81,1,0.268999994,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,13,1,1,0,0,0.355280608,0.040656336
4840,"Stupak, Bart",Stupak, Bart,29360,103,1993,MI,1,1,1,1992,0,0,0,54,2916,-0.351999998,0.193999991,0.012999998,16,0,0,0,0,0,1,1,1,0.652999997,0,0,0,0,1,1,1,1,1,8,3,1,1,0,1,1,1,1,0,10,5,3,3,1,1.600042224,
4841,"Sundquist, Don",Sundquist, Don,15066,103,1993,TN,7,0,0,1982,0,0,0,62,3844,0.379999995,0.537999988,0.718999982,9,0,0,0,1,0,6,36,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.18759881,0.426225066
4842,"Swett, Dick",Swett, Dick,29131,103,1993,NH,2,1,1,1990,0,0,0,62,3844,-0.150000006,0.007999994,0.188999996,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.140699103,0.58160305
4843,"Swift, Al",Swift, Al,14666,103,1993,WA,2,1,1,1978,0,0,0,52,2704,-0.508000016,0.350000024,0.169000015,9,0,0,1,0,0,8,64,0,0,0,0,0,0,8,8,7,5,3,9,1,1,0,0,0,0,0,0,0,17,9,8,5,3,5.323373318,6.913345337
4844,"Synar, Mike",Synar, Mike,14667,103,1993,OK,2,1,1,1978,0,0,0,56,3136,-0.421999991,0.263999999,0.082999989,6,0,0,1,0,0,8,64,0,0,0,0,1,1,4,2,1,0,0,8,3,1,1,1,0,0,0,0,0,12,5,2,1,1,1.308063149,1.174288273
4845,"Talent, Jim",Talent, Jim,29369,103,1993,MO,2,0,0,1992,0,0,0,50,2500,0.439999998,0.59799999,0.778999984,9,0,0,0,0,0,1,1,1,0.296999991,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,1,0,0,0,8,1,0,0,0,0.140901357,
4846,"Tanner, John",Tanner, John,15628,103,1993,TN,8,1,1,1988,0,0,0,84,7056,-0.144999996,0.013000004,0.194000006,9,0,0,0,0,0,3,9,1,0.135000005,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.031266466,0.056918871
4847,"Tauzin, W.",Tauzin, W.,14679,103,1993,LA,3,1,1,1980,0,0,0,,,0.064000003,0.222000003,0.402999997,7,0,0,1,0,0,7,49,1,0.150000006,0,0,1,1,9,8,7,5,1,43,4,2,1,0,1,1,1,1,1,53,13,10,7,2,5.42677021,2.620634317
4848,"Taylor, Gene",Taylor, Gene,15637,103,1993,MS,5,1,1,1989,0,0,0,63,3969,0.074000001,0.232000008,0.412999988,5,0,0,0,0,0,3,9,1,0.159999996,0,0,1,1,1,1,1,1,0,1,0,0,0,0,2,2,2,2,2,4,3,3,3,2,0.776649356,1.132773519
4849,"Taylor, Charles",Taylor, Charles,29135,103,1993,NC,11,0,0,1990,0,0,0,55,3025,0.523999989,0.681999981,0.862999976,12,0,0,0,1,0,2,4,1,0.202999994,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0.157343596,0.040656336
4850,"Tejeda, Frank",Tejeda, Frank,39303,103,1993,TX,28,1,1,1992,0,0,1,87,7569,-0.261999995,0.103999995,0.077000007,30,0,0,0,0,0,1,1,1,0.209999993,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.05002635,
4851,"Thomas, William",Thomas, William,14669,103,1993,CA,21,0,0,1978,0,0,0,65,4225,0.375999987,0.533999979,0.714999974,52,0,0,0,1,0,8,64,1,0.526000023,0,0,0,0,1,1,0,0,0,18,3,0,0,0,0,0,0,0,0,19,4,0,0,0,0.630385637,0.246648431
4852,"Thomas, Craig",Thomas, Craig,15633,103,1993,WY,1,0,0,1989,0,0,0,58,3364,0.407000005,0.564999998,0.745999992,1,0,0,0,0,0,3,9,1,0.056000002,0,0,0,0,1,1,0,0,0,19,3,3,2,2,0,0,0,0,0,20,4,3,2,2,1.606749773,1.65313375
4853,"Thompson, Bennie",Thompson, Bennie,29368,103,1993,MS,2,1,1,1993,0,1,0,,,-0.560000002,0.40200001,0.221000001,5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,2,2,2,2,2,6,2,2,2,2,0.268649191,
4854,"Thornton, Ray",Thornton, Ray,14058,103,1993,AR,2,1,1,1990,0,0,0,74,5476,-0.317999989,0.159999982,0.021000011,4,0,0,0,1,0,2,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015633233,0
4855,"Thurman, Karen",Thurman, Karen,29330,103,1993,FL,5,1,1,1992,1,0,0,49,2401,-0.244000003,0.086000003,0.094999999,23,0,0,0,0,0,1,1,1,0.254999995,0,0,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0.205254555,
4856,"Torkildsen, Peter",Torkildsen, Peter,29359,103,1993,MA,6,0,0,1992,0,0,0,55,3025,0.165000007,0.323000014,0.504000008,10,0,0,0,0,0,1,1,1,0.614000022,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1,0,0,0,0,12,2,0,0,0,0.302180618,
4857,"Torres, Estaban",Torres, Estaban,15070,103,1993,CA,34,1,1,1982,0,0,1,61,3721,-0.512000024,0.354000032,0.173000023,52,0,0,0,1,0,6,36,0,0,0,0,0,0,1,1,1,1,0,10,0,0,0,0,1,0,0,0,0,12,1,1,1,0,0.714358866,1.005955696
4858,"Torricelli, Robert",Torricelli, Robert,15071,103,1993,NJ,9,1,1,1982,0,0,0,58,3364,-0.279000014,0.121000014,0.059999987,13,0,0,1,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,32,1,0,0,0,0.563807666,1.28324306
