thomas_num,thomas_name,last_name,first_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
2289,"Conte, Silvio",Conte, Silvio,2009,98,1983,MA,1,0,0,1958,0,0,0,100,10000,-0.081,0.044999998,0.224000007,11,0,0,0,1,0,13,169,1,0.386000007,0,0,0,0,0,0,0,0,0,26,2,1,1,1,2,1,1,1,1,28,3,2,2,2,0.940367997,0.401842862
2290,"Conyers, John",Conyers, John,10713,98,1983,MI,1,1,1,1964,0,1,0,97,9409,-0.746999979,0.620999992,0.441999972,18,0,0,1,0,0,10,100,0,0,0,0,0,0,6,6,6,4,0,24,9,1,0,0,1,1,0,0,0,31,16,7,4,0,3.328213453,0.671272695
2291,"Cooper, Jim",Cooper, Jim,15019,98,1983,TN,4,1,1,1982,0,0,0,66,4356,-0.128999993,0.002999993,0.176000014,9,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.013643068,
2292,"Corcoran, Tom",Corcoran, Tom,14411,98,1983,IL,14,0,0,1976,0,0,0,65,4225,0.289000005,0.414999992,0.593999982,22,0,0,0,0,0,4,16,0,0,0,0,0,0,1,1,0,0,0,23,3,1,1,0,0,0,0,0,0,24,4,1,1,0,0.753028393,0.391348094
2293,"Corrada, Baltasar",Corrada, Baltasar,,98,1983,PR,1,,0,1977,0,0,1,,,,,,1,0,0,0,0,0,4,16,0,,0,0,0,0,2,2,2,2,2,12,0,0,0,0,2,2,2,2,2,16,4,4,4,4,2.183898926,
2294,"Coughlin, Lawrence",Coughlin, Lawrence,12010,98,1983,PA,13,0,0,1968,0,0,0,64,4096,0.177000001,0.303000003,0.481999993,23,0,0,0,1,0,8,64,1,0.344999999,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0.100176215,0.103697583
2295,"Courter, Jim",Courter, Jim,14614,98,1983,NJ,12,0,0,1978,0,0,0,67,4489,0.243000001,0.368999988,0.547999978,14,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.095501475,0.098108225
2296,"Coyne, William",Coyne, William,14808,98,1983,PA,14,1,1,1980,0,0,0,75,5625,-0.500999987,0.375,0.19599998,23,0,0,0,0,0,2,4,1,0.344999999,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.182034627,0.024527056
2297,"Craig, Larry",Craig, Larry,14809,98,1983,ID,1,0,0,1980,0,0,0,54,2916,0.495999992,0.621999979,0.800999999,2,0,0,0,0,0,2,4,1,0.179000005,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0.127462357,0.110371754
2298,"Crane, Daniel",Crane, Daniel,14615,98,1983,IL,19,0,0,1978,0,0,0,52,2704,0.727999985,0.853999972,1.032999992,22,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0.171120167,0.098108225
2299,"Crane, Philip",Crane, Philip,12041,98,1983,IL,12,0,0,1969,0,0,0,66,4356,0.749000013,0.875,1.05400002,22,0,0,0,1,0,8,64,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,3,0,0,0,0,60,1,0,0,0,0.831444681,1.107030869
2300,"Crockett, George",Crockett, George,14681,98,1983,MI,13,1,1,1980,0,1,0,88,7744,-0.624000013,0.498000026,0.319000006,18,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,"D'Amours, Norman",D'Amours, Norman,14284,98,1983,NH,1,1,1,1974,0,0,0,55,3025,-0.153999999,0.027999999,0.151000008,2,0,0,1,0,0,5,25,0,0,0,0,0,0,5,5,4,3,0,13,4,4,1,0,1,0,0,0,0,19,9,8,4,0,2.63857317,1.989147782
2302,"Daniel, W.",Daniel, W.,12011,98,1983,VA,5,1,1,1968,0,0,0,100,10000,0.186000004,0.312000006,0.490999997,10,0,0,1,0,0,8,64,1,0.164000005,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0.043657817,0.190226227
2303,"Dannemeyer, William",Dannemeyer, William,14616,98,1983,CA,39,0,0,1978,0,0,0,72,5184,0.646000028,0.772000015,0.951000035,45,0,0,0,0,0,3,9,1,0.526000023,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0.18008849,0.122635283
2304,"Darden, George",Darden, George,15081,98,1983,GA,7,1,1,1983,0,0,0,,,-0.015,0.111000001,0.289999992,10,0,0,0,0,0,1,1,1,0.142000005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,0,0,0.030421013,
2305,"Daschle, Thomas",Daschle, Thomas,14617,98,1983,SD,1,1,1,1978,0,0,0,52,2704,-0.214000002,0.088,0.090999998,1,0,0,0,0,0,3,9,0,0,0,0,0,0,1,1,1,1,1,23,5,0,0,0,1,0,0,0,0,25,6,1,1,1,1.462803483,0.711461246
2306,"Daub, Hal",Daub, Hal,14810,98,1983,NE,2,0,0,1980,0,0,0,57,3249,0.363999993,0.48999998,0.66899997,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.204646021,0.049054112
2307,"Davis, Robert",Davis, Robert,14618,98,1983,MI,11,0,0,1978,0,0,0,60,3600,0.077,0.202999994,0.381999999,18,0,0,0,0,0,3,9,1,0.463,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,21,4,0,0,0,0.468920201,0.216522038
2308,"DeWine, Mike",DeWine, Mike,15020,98,1983,OH,7,0,0,1982,0,0,0,56,3136,0.349000007,0.474999994,0.653999984,21,0,0,0,0,0,1,1,1,0.354999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2309,"Dellums, Ronald",Dellums, Ronald,13011,98,1983,CA,8,1,1,1970,0,1,0,56,3136,-0.675999999,0.550000012,0.370999992,45,0,1,1,0,0,7,49,0,0,0,0,0,0,2,2,1,1,1,19,6,2,2,1,9,1,1,1,1,30,9,4,4,3,2.267073154,1.601254225
2310,"Derrick, Butler",Derrick, Butler,14212,98,1983,SC,3,1,1,1974,0,0,0,90,8100,-0.203999996,0.077999994,0.101000004,6,0,0,0,1,1,5,25,1,0.280999988,0,0,1,1,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0.157477096,0.152751699
2311,"Dickinson, William",Dickinson, William,10717,98,1983,AL,2,0,0,1964,0,0,0,50,2500,0.372999996,0.498999983,0.677999973,7,0,0,0,0,0,10,100,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.095501475,0.051506817
2312,"Dicks, Norman",Dicks, Norman,14413,98,1983,WA,6,1,1,1976,0,0,0,63,3969,-0.307000011,0.181000009,0.002000011,8,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,4,0,0,0,0,13,1,0,0,0,0.179306015,0.196900398
2313,"Dingell, John",Dingell, John,2605,98,1983,MI,16,1,1,1955,0,0,0,74,5476,-0.442999989,0.317000002,0.137999982,18,0,1,1,0,0,15,225,0,0,0,0,0,0,2,2,2,1,1,18,8,2,2,1,0,0,0,0,0,20,10,4,3,2,2.389412642,0.594709754
2314,"Dixon, Julian",Dixon, Julian,14620,98,1983,CA,28,1,1,1978,0,1,0,79,6241,-0.507000029,0.381000042,0.202000022,45,0,0,1,1,0,3,9,1,0.526000023,0,0,0,0,2,2,2,2,1,2,0,0,0,0,2,0,0,0,0,6,2,2,2,1,1.43736589,2.182255507
2315,"Donnelly, Brian",Donnelly, Brian,14621,98,1983,MA,11,1,1,1978,0,0,0,100,10000,-0.282999992,0.15699999,0.022000007,11,0,0,1,0,1,3,9,1,0.386000007,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,1,2,2,2,17,1,2,2,2,0.346434772,0.553318918
2316,"Dorgan, Byron",Dorgan, Byron,14812,98,1983,ND,1,1,1,1980,0,0,0,72,5184,-0.224000007,0.098000005,0.080999993,1,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,2,0,0,0,0,17,1,0,0,0,0.255707175,0.63189131
2317,"Dowdy, Wayne",Dowdy, Wayne,14874,98,1983,MS,4,1,1,1981,0,0,0,53,2809,-0.252000004,0.126000002,0.052999996,5,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,5,3,3,3,2,13,3,3,3,2,0.346890479,0.024527056
2318,"Downey, Thomas",Downey, Thomas,14214,98,1983,NY,2,1,1,1974,0,0,0,64,4096,-0.397000015,0.271000028,0.092000015,34,0,0,1,1,1,5,25,0,0,0,0,0,0,1,1,1,1,0,20,5,1,1,1,0,0,0,0,0,21,6,2,2,1,1.3871243,0.67477715
2319,"Dreier, David",Dreier, David,14813,98,1983,CA,33,0,0,1980,0,0,0,65,4225,0.541999996,0.667999983,0.847000003,45,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.070943952,0.179731458
2320,"Duncan, John",Duncan, John,10719,98,1983,TN,2,0,0,1964,0,0,0,100,10000,0.162,0.287999988,0.467000008,9,0,0,0,1,0,10,100,0,0,0,0,1,0,1,1,1,1,1,23,2,1,0,0,2,0,0,0,0,26,3,2,1,1,1.407935262,0.88080442
2321,"Durbin, Richard",Durbin, Richard,15021,98,1983,IL,20,1,1,1982,0,0,0,50,2500,-0.216999993,0.090999991,0.088000007,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.081858404,
2322,"Dwyer, Bernard",Dwyer, Bernard,14815,98,1983,NJ,6,1,1,1980,0,0,0,68,4624,-0.405000001,0.279000014,0.100000001,14,0,0,0,1,0,2,4,1,0.174999997,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.040929202,0.012263528
2323,"Dymally, Mervyn",Dymally, Mervyn,14816,98,1983,CA,31,1,1,1980,0,0,0,72,5184,-0.643000007,0.51700002,0.338,45,0,0,1,0,0,2,4,1,0.526000023,0,0,0,0,0,0,0,0,0,13,4,2,2,1,1,0,0,0,0,14,4,2,2,1,0.946321487,0.785799325
2324,"Dyson, Roy",Dyson, Roy,14817,98,1983,MD,1,1,1,1980,0,0,0,69,4761,-0.096000001,0.029999999,0.209000006,8,0,0,0,0,0,2,4,1,0.252000004,0,0,0,0,0,0,0,0,0,9,5,1,1,0,2,1,1,1,1,11,6,2,2,1,0.629294395,0.209847867
2325,"Early, Joseph",Early, Joseph,14216,98,1983,MA,3,1,1,1974,0,0,0,100,10000,-0.264999986,0.138999984,0.040000014,11,0,0,0,1,0,5,25,1,0.386000007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.016371682,0.004905412
2326,"Eckart, Dennis",Eckart, Dennis,14818,98,1983,OH,11,1,1,1980,0,0,0,61,3721,-0.246000007,0.120000005,0.058999993,21,0,0,0,0,0,2,4,1,0.354999989,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0.100176215,0.118413821
2327,"Edgar, Robert",Edgar, Robert,14217,98,1983,PA,7,1,1,1974,0,0,0,55,3025,-0.395999998,0.270000011,0.090999998,23,0,0,1,0,0,5,25,0,0,0,0,0,0,1,1,1,1,1,33,13,2,2,0,3,1,1,1,1,37,15,4,4,2,2.426484823,1.483231306
2328,"Edwards, Mickey",Edwards, Mickey,14415,98,1983,OK,5,0,0,1976,0,0,0,67,4489,0.379000008,0.504999995,0.684000015,6,0,0,0,1,0,4,16,0,0,0,0,1,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,9,1,1,1,0,0.352323532,0.747640848
2329,"Edwards, Jack",Edwards, Jack,10721,98,1983,AL,1,0,0,1964,0,0,0,61,3721,0.083999999,0.209999993,0.388999999,7,0,0,0,1,0,10,100,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,1,2,0,0,0,0,7,1,1,1,1,0.519161761,0.402840793
2330,"Edwards, Don",Edwards, Don,10583,98,1983,CA,10,1,1,1962,0,0,0,63,3969,-0.615999997,0.49000001,0.31099999,45,0,0,1,0,0,11,121,0,0,0,0,0,0,4,4,3,3,1,11,7,2,2,2,1,0,0,0,0,16,11,5,5,3,3.281275034,3.849644423
2331,"Emerson, Bill",Emerson, Bill,14819,98,1983,MO,8,0,0,1980,0,0,0,53,2809,0.337000012,0.463,0.64200002,9,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,1,0,1,1,1,9,2,2,2,1,0.466990054,0.262038648
2332,"English, Glenn",English, Glenn,14219,98,1983,OK,6,1,1,1974,0,0,0,75,5625,-0.003,0.123000003,0.301999986,6,0,0,1,0,0,5,25,0,0,0,0,1,1,2,1,1,1,0,11,1,0,0,0,0,0,0,0,0,13,2,1,1,0,0.709321797,0.509949863
2333,"Erdreich, Ben",Erdreich, Ben,15022,98,1983,AL,6,1,1,1982,0,0,0,53,2809,-0.056000002,0.07,0.248999998,7,0,0,0,0,0,1,1,1,0.085000001,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.12278761,
2334,"Erlenborn, John",Erlenborn, John,10722,98,1983,IL,13,0,0,1964,0,0,0,70,4900,0.263000011,0.388999999,0.568000019,22,0,0,0,0,0,10,100,1,0.344000012,0,0,0,0,1,0,0,0,0,40,7,1,0,0,0,0,0,0,0,41,7,1,0,0,0.971451461,0.650827587
2335,"Evans, Cooper",Evans, Cooper,14820,98,1983,IA,3,0,0,1980,0,0,0,55,3025,0.243000001,0.368999988,0.547999978,6,0,0,0,0,0,2,4,1,0.266000003,0,0,0,0,0,0,0,0,0,26,2,0,0,0,1,0,0,0,0,27,2,0,0,0,0.448656261,0.785712898
2336,"Evans, Lane",Evans, Lane,15023,98,1983,IL,17,1,1,1982,0,0,0,53,2809,-0.492000014,0.366000026,0.187000006,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0.173066288,
2337,"Fascell, Dante",Fascell, Dante,3078,98,1983,FL,19,1,1,1954,0,0,0,59,3481,-0.416999996,0.291000009,0.111999996,19,0,1,1,0,0,15,225,1,0.224000007,0,0,1,1,9,5,4,3,2,9,3,2,2,1,0,0,0,0,0,18,8,6,5,3,3.670866251,1.481258035
2338,"Fauntroy, Walter",Fauntroy, Walter,,98,1983,DC,1,,0,1970,0,1,0,,,,,,1,0,0,1,0,0,7,49,0,,0,0,0,0,1,1,1,1,0,34,21,7,6,5,2,1,1,1,0,37,23,9,8,5,4.221842766,
2339,"Fazio, Vic",Fazio, Vic,14624,98,1983,CA,4,1,1,1978,0,0,0,64,4096,-0.467000008,0.341000021,0.162,45,0,0,1,1,1,3,9,1,0.526000023,0,0,0,0,2,2,2,2,2,8,0,0,0,0,2,1,1,1,0,12,3,3,3,2,1.997038126,1.472011209
2340,"Feighan, Edward",Feighan, Edward,15024,98,1983,OH,19,1,1,1982,0,0,0,59,3481,-0.252999991,0.126999989,0.052000009,21,0,0,0,0,0,1,1,1,0.354999989,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,0,0,11,2,0,0,0,0.230367184,
2341,"Ferraro, Geraldine",Ferraro, Geraldine,14625,98,1983,NY,9,1,1,1978,1,0,0,73,5329,-0.381999999,0.256000012,0.077,34,0,0,0,0,1,3,9,0,0,1,0,0,0,1,1,1,1,0,11,2,0,0,0,0,0,0,0,0,12,3,1,1,0,0.727639616,1.395909309
2342,"Fiedler, Bobbi",Fiedler, Bobbi,14821,98,1983,CA,21,0,0,1980,1,0,0,72,5184,0.321999997,0.447999984,0.626999974,45,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.136430681,0.161878571
2343,"Fields, Jack",Fields, Jack,14822,98,1983,TX,8,0,0,1980,0,0,0,57,3249,0.521000028,0.647000015,0.826000035,27,0,0,0,0,0,2,4,0,0,0,0,1,0,1,1,1,0,0,11,1,1,1,0,0,0,0,0,0,12,2,2,1,0,0.656533659,0.134898812
2344,"Fish, Hamilton",Fish, Hamilton,12013,98,1983,NY,21,0,0,1968,0,0,0,75,5625,0.052000001,0.178000003,0.356999993,34,0,0,0,0,0,8,64,0,0,0,0,0,0,3,1,1,1,1,31,8,1,1,1,3,0,0,0,0,37,9,2,2,2,2.168674707,0.33847338
2345,"Flippo, Ronnie",Flippo, Ronnie,14419,98,1983,AL,5,1,1,1976,0,0,0,81,6561,-0.138999999,0.012999998,0.166000009,7,0,0,0,1,0,4,16,1,0.085000001,0,0,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0.527287185,0.61952281
2346,"Florio, James",Florio, James,14223,98,1983,NJ,1,1,1,1974,0,0,0,73,5329,-0.317999989,0.191999987,0.012999989,14,0,0,1,0,0,5,25,1,0.174999997,0,0,0,0,11,11,10,7,2,34,11,2,0,0,0,0,0,0,0,45,22,12,7,2,6.341522694,7.658711433
2347,"Foglietta, Thomas",Foglietta, Thomas,14823,98,1983,PA,1,1,1,1980,0,0,0,73,5329,-0.477999985,0.351999998,0.172999978,23,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,1,1,1,0,8,2,2,2,0,0.373673171,0.044148702
2348,"Foley, Thomas",Foley, Thomas,10726,98,1983,WA,5,1,1,1964,0,0,0,64,4096,-0.354999989,0.228999987,0.04999999,8,0,0,1,0,0,10,100,0,0,1,0,0,0,2,2,2,2,2,8,2,0,0,0,4,1,1,1,0,14,5,3,3,2,2.09370327,0.971120179
2349,"Ford, William",Ford, William,10727,98,1983,MI,15,1,1,1964,0,0,0,73,5329,-0.515999973,0.389999986,0.210999966,18,0,1,1,0,0,10,100,1,0.463,0,0,0,0,1,0,1,1,1,7,1,0,0,0,2,2,2,2,0,10,3,3,3,1,1.065433741,2.015115499
2350,"Ford, Harold",Ford, Harold,14224,98,1983,TN,9,1,1,1974,0,1,0,72,5184,-0.441000015,0.315000027,0.136000007,9,0,0,1,1,0,5,25,1,0.149000004,0,0,1,1,1,1,1,1,0,13,6,3,2,2,2,1,1,1,1,16,8,5,4,3,1.910882115,0.794155121
2351,"Forsythe, Edwin",Forsythe, Edwin,12046,98,1983,NJ,13,0,0,1970,0,0,0,59,3481,0.335999995,0.461999983,0.640999973,14,0,0,0,0,0,7,49,1,0.174999997,0,0,0,0,1,1,1,1,0,4,4,1,0,0,2,0,0,0,0,7,5,2,1,0,0.808018208,0.160793751
2352,"Fowler, Wyche",Fowler, Wyche,14467,98,1983,GA,5,1,1,1977,0,0,0,81,6561,-0.214000002,0.088,0.090999998,10,0,0,0,1,0,4,16,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.095501475,0.093202814
2353,"Frank, Barney",Frank, Barney,14824,98,1983,MA,4,1,1,1980,0,0,0,60,3600,-0.474999994,0.349000007,0.169999987,11,0,0,1,0,0,2,4,1,0.386000007,0,0,0,0,1,1,0,0,0,58,7,2,2,1,10,2,2,2,1,69,10,4,4,2,1.975127935,1.595355511
2354,"Franklin, William",Franklin, William,15025,98,1983,MS,2,0,0,1982,0,0,0,50,2500,0.301999986,0.427999973,0.606999993,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.002728614,
2355,"Frenzel, Bill",Frenzel, Bill,13015,98,1983,MN,3,0,0,1970,0,0,0,72,5184,0.338,0.463999987,0.643000007,8,0,0,0,1,1,7,49,1,0.210999995,0,0,0,0,1,1,1,1,0,49,14,0,0,0,2,0,0,0,0,52,15,1,1,0,1.79878068,1.4189955
2356,"Frost, Martin",Frost, Martin,14626,98,1983,TX,24,1,1,1978,0,0,0,59,3481,-0.31099999,0.184999987,0.005999989,27,0,0,0,1,1,3,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.019100295,0.019621646
2357,"Fuqua, Don",Fuqua, Don,10587,98,1983,FL,2,1,1,1962,0,0,0,62,3844,-0.210999995,0.084999993,0.094000004,19,0,1,1,0,0,11,121,1,0.224000007,0,0,1,1,9,8,8,6,3,36,8,3,1,1,1,1,0,0,0,46,17,11,7,4,6.221148491,5.97782135
2358,"Garcia, Robert",Garcia, Robert,14470,98,1983,NY,18,1,1,1978,0,0,1,99,9801,-0.584999979,0.458999991,0.279999971,34,0,0,1,0,0,3,9,1,0.407000005,0,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,0,0,12,1,0,0,0,0.187491849,0.639037848
2359,"Gaydos, Joseph",Gaydos, Joseph,11067,98,1983,PA,20,1,1,1968,0,0,0,76,5776,-0.240999997,0.114999995,0.064000003,23,0,0,1,0,0,8,64,1,0.344999999,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,20,3,0,0,0,0.409673184,0.339070469
2360,"Gejdenson, Sam",Gejdenson, Sam,14825,98,1983,CT,2,1,1,1980,0,0,0,56,3136,-0.411000013,0.285000026,0.106000014,6,0,0,0,0,0,2,4,1,0.200000003,0,0,0,0,0,0,0,0,0,10,3,2,1,0,0,0,0,0,0,10,3,2,1,0,0.53638947,2.165297985
2361,"Gekas, George",Gekas, George,15026,98,1983,PA,17,0,0,1982,0,0,0,58,3364,0.414000005,0.540000021,0.718999982,23,0,0,0,0,0,1,1,1,0.344999999,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3,0,0,0,0,14,1,0,0,0,0.203863531,
2362,"Gephardt, Richard",Gephardt, Richard,14421,98,1983,MO,3,1,1,1976,0,0,0,78,6084,-0.356000006,0.230000004,0.051000006,9,0,0,1,1,1,4,16,0,0,0,0,0,0,1,1,0,0,0,8,2,0,0,0,0,0,0,0,0,9,3,0,0,0,0.318846464,0.578720748
2363,"Gibbons, Sam",Gibbons, Sam,10588,98,1983,FL,7,1,1,1962,0,0,0,74,5476,-0.236000001,0.109999999,0.068999998,19,0,0,1,1,0,11,121,1,0.224000007,0,0,1,1,5,5,5,5,1,18,9,1,1,0,0,0,0,0,0,23,14,6,6,1,3.70363903,4.164857388
2364,"Gilman, Benjamin",Gilman, Benjamin,14015,98,1983,NY,22,0,0,1972,0,0,0,53,2809,0.012,0.137999997,0.317000002,34,0,0,0,0,0,6,36,1,0.407000005,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,0,0,13,1,0,0,0,0.212049365,0.569205821
2365,"Gingrich, Newt",Gingrich, Newt,14627,98,1983,GA,6,0,0,1978,0,0,0,55,3025,0.319000006,0.444999993,0.624000013,10,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.070943952,0.061317641
2366,"Glickman, Dan",Glickman, Dan,14422,98,1983,KS,4,1,1,1976,0,0,0,74,5476,-0.123999998,0.002000002,0.181000009,5,0,0,1,0,0,4,16,0,0,0,0,0,0,3,1,1,0,0,22,8,2,1,1,2,2,2,2,2,27,11,5,3,3,1.659228444,0.46629715
2367,"Gonzalez, Henry",Gonzalez, Henry,10520,98,1983,TX,20,1,1,1961,0,0,1,91,8281,-0.513000011,0.387000024,0.208000004,27,0,0,1,0,0,12,144,1,0.191,0,0,1,1,2,2,2,2,0,25,2,1,1,0,5,1,1,1,1,32,5,4,4,1,1.691673398,1.73741436
2368,"Goodling, William",Goodling, William,14288,98,1983,PA,19,0,0,1974,0,0,0,71,5041,0.31099999,0.436999977,0.615999997,23,0,0,0,0,0,5,25,0,0,0,0,0,0,1,1,1,1,1,11,0,0,0,0,6,0,0,0,0,18,1,1,1,1,1.084710002,2.069571018
2369,"Gore, Albert",Gore, Albert,14423,98,1983,TN,6,1,1,1976,0,0,0,100,10000,-0.289000005,0.163000003,0.015999995,9,0,0,1,0,0,4,16,0,0,0,0,1,1,3,3,2,1,0,18,5,3,1,0,4,0,0,0,0,25,8,5,2,0,1.70864737,0.105466343
2370,"Gradison, Willis",Gradison, Willis,14225,98,1983,OH,2,0,0,1974,0,0,0,63,3969,0.209999993,0.335999995,0.514999986,21,0,0,0,1,1,5,25,0,0,0,0,0,0,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0.300528646,0.344746679
2371,"Gramm, Phil",Gramm, Phil,14628,98,1983,TX,6,1,1,1978,0,0,0,95,9025,0.568000019,0.694000006,0.873000026,27,0,0,0,0,1,3,9,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.072890081,
2372,"Gray, William",Gray, William,14629,98,1983,PA,2,1,1,1978,0,1,0,76,5776,-0.555000007,0.42900002,0.25,23,0,0,1,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.016371682,0.079170525
2373,"Green, S.",Green, S.,14471,98,1983,NY,15,0,0,1978,0,0,0,53,2809,-0.075999998,0.050000001,0.229000002,34,0,0,0,1,0,3,9,1,0.407000005,0,0,0,0,0,0,0,0,0,21,1,0,0,0,2,0,0,0,0,23,1,0,0,0,0.337565601,0.484503627
2374,"Gregg, Judd",Gregg, Judd,14826,98,1983,NH,2,0,0,1980,0,0,0,71,5041,0.411000013,0.537,0.716000021,2,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0.94555068,1.218809962
2375,"Guarini, Frank",Guarini, Frank,14631,98,1983,NJ,14,1,1,1978,0,0,0,77,5929,-0.317999989,0.191999987,0.012999989,14,0,0,0,1,0,3,9,1,0.174999997,0,0,0,0,2,2,2,2,1,21,5,0,0,0,1,1,1,1,0,24,8,3,3,1,1.967782497,2.16181469
2376,"Gunderson, Steve",Gunderson, Steve,14827,98,1983,WI,3,0,0,1980,0,0,0,57,3249,0.200000003,0.326000005,0.504999995,9,0,0,0,0,0,2,4,1,0.248999998,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.163716808,0.167467937
2377,"Hall, Sam",Hall, Sam,14291,98,1983,TX,1,1,1,1976,0,0,0,97,9409,0.093000002,0.218999997,0.398000002,27,0,0,0,0,0,4,16,0,0,0,0,1,1,2,2,1,1,0,29,16,9,9,6,6,4,4,4,3,37,22,14,14,9,5.010844231,3.086207867
2378,"Hall, Ralph",Hall, Ralph,14828,98,1983,TX,4,1,1,1980,0,0,0,74,5476,0.131999999,0.257999986,0.437000006,27,0,0,1,0,0,2,4,1,0.191,0,0,1,1,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,4,1,1,1,0,0.505458236,0.012263528
