thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
6201,"Upton, Fred",15446,106,1999,MI,6,0,1,1986,0,0,0,70,4900,0.367000014,0.209000006,0.07599999,16,0,0,1,0,0,7,49,0,0,0,0,0,0,5,5,4,3,2,7,0,0,0,0,0,0,0,0,0,12,5,4,3,2,3.482385397,1.041747689
1502,"Grisham, Wayne",14630,96,1979,CA,33,0,0,1978,0,0,0,56,3136,0.365999997,0.504999995,0.674000025,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.021536358,
1944,"Grisham, Wayne",14630,97,1981,CA,33,0,0,1978,0,0,0,71,5041,0.365999997,0.426999986,0.675999999,43,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0.051506817,0.021536358
3795,"Martin, Lynn",14841,101,1989,IL,16,0,0,1980,1,0,0,64,4096,0.365999997,0.497500002,0.688000023,22,0,0,0,1,0,5,25,1,0.344000012,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0.189312294,0.116510123
4687,"Livingston, Bob",14469,103,1993,LA,1,0,0,1977,0,0,0,,,0.365999997,0.523999989,0.704999983,7,0,0,0,1,0,9,81,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.109432638,0.067760557
5235,"Rogers, Harold",14854,104,1995,KY,5,0,1,1980,0,0,0,79,6241,0.365999997,0.182999998,0.052000005,6,0,0,1,1,0,8,64,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1.270847201,0.657001019
5731,"Spence, Floyd",13042,105,1997,SC,2,0,1,1970,0,0,0,90,8100,0.365999997,0.174500003,0.069000006,6,0,1,0,0,0,14,196,1,0.280999988,0,0,1,0,2,2,2,2,2,9,1,1,0,0,0,0,0,0,0,11,3,3,2,2,3.115235329,4.126276493
6801,"English, Phil",29563,108,2003,PA,3,0,1,1994,0,0,0,78,6084,0.365999997,0.110999994,0.134000003,19,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,49,0,1,1,1,3,1,2,1,1,52,1,3,2,2,1.488994718,0.732060969
80,"Collier, Harold",1941,93,1973,IL,6,0,0,1956,0,0,0,61,3721,0.36500001,0.412,0.684500039,24,0,0,0,1,0,9,81,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,3,0,0,0,0,54,0,0,0,0,0.266689897,
191,"Holt, Marjorie",14021,93,1973,MD,4,0,0,1972,1,0,0,59,3481,0.36500001,0.412,0.684500039,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,1,1,1,1,29,1,1,1,1,0.221815541,
2921,"McCollum, Bill",14842,99,1985,FL,5,0,0,1980,0,0,0,100,10000,0.36500001,0.467999995,0.681999981,19,0,0,0,0,0,3,9,0,0,0,0,1,0,1,1,1,1,1,10,3,0,0,0,1,0,0,0,0,12,4,1,1,1,1.443055153,0.241281629
3083,"Weber, Vin",14868,99,1985,MN,2,0,0,1980,0,0,0,63,3969,0.36500001,0.467999995,0.681999981,8,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.12295337,0.06821534
3322,"Konnyu, Ernest",15428,100,1987,CA,12,0,0,1986,0,0,0,60,3600,0.36500001,0.490999997,0.683499992,45,0,0,0,0,0,1,1,1,0.526000023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.062006883,
3643,"Dickinson, William",10717,101,1989,AL,2,0,0,1964,0,0,0,94,8836,0.36500001,0.496500015,0.687000036,7,0,0,0,0,0,13,169,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0.132881686,0.031003442
5965,"Hobson, David",29136,106,1999,OH,7,0,1,1990,0,0,0,67,4489,0.36500001,0.207000002,0.077999994,19,0,0,1,1,0,5,25,1,0.328999996,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2.216702461,0.036161561
7339,"King, Peter",29375,109,2005,NY,3,0,1,1992,0,0,0,63,3969,0.36500001,0.06200001,0.148999989,29,0,0,1,0,0,7,49,0,0,0,0,0,0,3,2,3,1,1,23,2,2,1,0,3,2,2,2,2,29,6,7,4,3,3.297112703,1.753616929
1863,"Daub, Hal",14810,97,1981,NE,2,0,0,1980,0,0,0,53,2809,0.363999993,0.424999982,0.673999965,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.049054112,
2020,"Lott, Trent",14031,97,1981,MS,5,0,0,1972,0,0,0,74,5476,0.363999993,0.424999982,0.673999965,5,0,0,0,1,0,5,25,0,0,0,1,1,0,0,0,0,0,0,9,3,0,0,0,2,0,0,0,0,11,3,0,0,0,0.279207587,0.107681789
2306,"Daub, Hal",14810,98,1983,NE,2,0,0,1980,0,0,0,57,3249,0.363999993,0.48999998,0.66899997,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.204646021,0.049054112
2754,"Daub, Hal",14810,99,1985,NE,2,0,0,1980,0,0,0,65,4225,0.363999993,0.466999978,0.680999994,3,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,2,0,0,0,0,20,1,0,0,0,0.339059383,0.204646021
3197,"Daub, Hal",14810,100,1987,NE,2,0,0,1980,0,0,0,59,3481,0.363999993,0.48999998,0.682500005,3,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,1,0,0,0,0,37,2,0,0,0,0.670168757,0.339059383
3952,"Sundquist, Don",15066,101,1989,TN,7,0,0,1982,0,0,0,80,6400,0.363999993,0.495499998,0.68599999,9,0,0,0,1,0,4,16,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0.190249056,0.847733438
4326,"Ramstad, Jim",29126,102,1991,MN,3,0,0,1990,0,0,0,67,4489,0.363999993,0.514999986,0.690999985,8,0,0,0,0,0,1,1,1,0.199000001,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0.260874659,
5533,"Hyde, Henry",14239,105,1997,IL,6,0,1,1974,0,0,0,64,4096,0.363999993,0.172499999,0.07100001,20,0,1,0,0,0,12,144,1,0.344000012,0,0,0,0,6,5,6,4,1,23,9,7,6,5,2,2,2,2,2,31,16,15,12,8,9.062207222,6.593078136
5745,"Tauzin, W.",94679,105,1997,LA,3,0,1,1980,0,0,0,,,0.363999993,0.172499999,0.07100001,7,0,0,1,0,0,9,81,1,0.150000006,0,0,1,0,3,3,3,3,0,16,4,2,1,0,0,0,0,0,0,19,7,5,4,0,3.234602451,
5778,"Whitfield, Ed",29525,105,1997,KY,1,0,1,1994,0,0,0,54,2916,0.363999993,0.172499999,0.07100001,6,0,0,0,0,0,2,4,1,0.101000004,0,0,1,0,2,2,2,1,1,6,1,0,0,0,2,0,1,1,0,10,3,3,2,1,2.084746122,1.290578008
3290,"Hopkins, Larry",14635,100,1987,KY,6,0,0,1978,0,0,0,74,5476,0.363000005,0.488999993,0.681500018,7,0,0,0,0,0,5,25,1,0.078000002,0,0,1,0,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,6,2,1,1,1,0.582518518,0.182100281
4095,"Dickinson, William",10717,102,1991,AL,2,0,0,1964,0,0,0,51,2601,0.363000005,0.513999999,0.689999998,7,0,0,0,0,0,14,196,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.067760557,0.132881686
5220,"Pryce, Deborah",29390,104,1995,OH,15,0,1,1992,1,0,0,71,5041,0.363000005,0.180000007,0.054999996,19,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0.172563449,0.062532932
5334,"Young, C.W.",13047,104,1995,FL,10,0,1,1970,0,0,0,100,10000,0.363000005,0.180000007,0.054999996,23,0,0,1,1,0,13,169,1,0.224000007,0,0,1,0,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2.467571497,0.015633233
8008,"Wilson, Heather",29779,110,2007,NM,1,0,0,1998,1,0,0,50,2500,0.363000005,0.540000021,0.768999994,3,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,1,0,0,0,0,28,0,1,1,0,0.52083987,2.611171484
3515,"Thomas, William",14669,100,1987,CA,20,0,0,1978,0,0,0,73,5329,0.361999989,0.487999976,0.680499971,45,0,0,0,1,1,5,25,1,0.526000023,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,0,0,0,12,2,1,1,0,0.469551057,0.209958345
5548,"Kasich, John",15030,105,1997,OH,12,0,1,1982,0,0,0,64,4096,0.361999989,0.170499995,0.073000014,19,0,1,0,0,1,8,64,1,0.354999989,0,0,0,0,3,0,2,2,2,9,0,0,0,0,0,0,0,0,0,12,0,2,2,2,2.565638542,2.296402454
7016,"Renzi, Rick",20303,108,2003,AZ,1,0,1,2002,0,0,0,49,2401,0.361999989,0.106999986,0.138000011,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,28,9,7,7,5,0,0,0,0,0,29,9,8,8,6,5.620478153,
7115,"Wolf, Frank",14869,108,2003,VA,10,0,1,1980,0,0,0,72,5184,0.361999989,0.106999986,0.138000011,11,0,0,1,1,0,12,144,0,0,0,0,1,0,3,2,2,2,1,7,1,1,0,0,0,0,0,0,0,10,3,3,2,1,2.411530972,2.295007944
7461,"Renzi, Rick",20303,109,2005,AZ,1,0,1,2002,0,0,0,59,3481,0.361999989,0.058999989,0.15200001,8,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,22,4,3,2,1,1,0,0,0,0,23,4,3,2,1,1.702679873,5.620478153
7907,"Renzi, Rick",20303,110,2007,AZ,1,0,0,2002,0,0,0,52,2704,0.361999989,0.538999975,0.768000007,8,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,6,0,1,1,0,0.245100185,1.702679873
2431,"Lagomarsino, Robert",14071,98,1983,CA,19,0,0,1974,0,0,0,61,3721,0.361000001,0.486999989,0.666000009,45,0,0,0,0,0,5,25,1,0.526000023,0,1,0,0,0,0,0,0,0,11,1,0,0,0,4,0,0,0,0,15,1,0,0,0,0.206592143,0.435930729
2474,"McCollum, Bill",14842,98,1983,FL,5,0,0,1980,0,0,0,59,3481,0.361000001,0.486999989,0.666000009,19,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,11,2,0,0,0,0.241281629,0.207395166
3728,"Hiler, John",14834,101,1989,IN,3,0,0,1980,0,0,0,54,2916,0.361000001,0.492500007,0.683000028,10,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.100392886,0
4665,"Kolbe, Jim",15105,103,1993,AZ,5,0,0,1984,0,0,0,67,4489,0.361000001,0.518999994,0.699999988,6,0,0,0,1,1,5,25,1,0.268999994,0,0,0,0,0,0,0,0,0,9,2,1,1,1,0,0,0,0,0,9,2,1,1,1,0.703900754,1.392918587
194,"Hosmer, Craig",4592,93,1973,CA,32,0,0,1952,0,0,0,66,4356,0.360000014,0.407000005,0.679500043,43,0,0,0,0,0,11,121,0,0,0,0,0,0,2,0,0,0,0,43,2,2,2,1,1,0,0,0,0,46,2,2,2,1,0.997052193,
845,"Taylor, G.",14057,94,1975,MO,7,0,0,1972,0,0,0,52,2704,0.360000014,0.543000042,0.673000038,10,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,1,1,1,0,10,2,2,1,0,0.271691352,0.105564706
4578,"Fowler, Tillie",29329,103,1993,FL,4,0,0,1992,1,0,0,57,3249,0.360000014,0.518000007,0.699000001,23,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,9,1,1,1,1,0,0,0,0,0,9,1,1,1,1,0.640356541,
5031,"Fowler, Tillie",29329,104,1995,FL,4,0,1,1992,1,0,0,100,10000,0.360000014,0.177000016,0.057999987,23,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0.289582431,0.640356541
5472,"Foley, Mark",29510,105,1997,FL,16,0,1,1994,0,0,0,64,4096,0.360000014,0.168500021,0.074999988,23,0,0,0,0,0,2,4,1,0.254999995,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0.184970036,0.13430199
5476,"Fowler, Tillie",29329,105,1997,FL,4,0,1,1992,1,0,0,100,10000,0.360000014,0.168500021,0.074999988,23,0,0,0,0,0,3,9,0,0,0,0,1,0,2,0,2,2,0,4,0,0,0,0,1,0,1,1,1,7,0,3,3,1,1.279118896,0.289582431
5922,"Fowler, Tillie",29329,106,1999,FL,4,0,1,1992,1,0,0,100,10000,0.360000014,0.202000007,0.082999989,23,0,0,1,0,0,4,16,0,0,1,0,1,0,1,0,1,1,0,9,2,2,2,1,0,0,0,0,0,10,2,3,3,1,1.394737959,1.279118896
7417,"Ney, Robert",29552,109,2005,OH,18,0,1,1994,0,0,0,66,4356,0.360000014,0.057000015,0.153999984,18,0,1,1,0,0,6,36,1,0.328999996,0,0,0,0,0,0,0,0,0,18,5,8,5,4,2,1,1,1,1,20,6,9,6,5,3.783078909,2.724551678
635,"Holt, Marjorie",14021,94,1975,MD,4,0,0,1972,1,0,0,58,3364,0.358999997,0.541999996,0.671999991,8,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,6,2,2,2,2,52,2,2,2,2,0.440879762,0.221815541
1410,"Conable, Barber",10712,96,1979,NY,35,0,0,1964,0,0,0,73,5329,0.358999997,0.497999996,0.666999996,39,0,0,0,1,1,8,64,1,0.407000005,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0.484568059,1.789049983
2966,"Oxley, Michael",14875,99,1985,OH,4,0,0,1981,0,0,0,77,5929,0.358999997,0.461999983,0.675999999,21,0,0,0,0,0,3,9,1,0.354999989,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.03688601,0.270465106
3139,"Bliley, Tom",14802,100,1987,VA,3,0,0,1980,0,0,0,67,4489,0.358999997,0.484999985,0.67750001,10,0,0,0,0,0,4,16,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,6,1,1,1,1,0.528015256,0.812674522
4502,"Calvert, Ken",29323,103,1993,CA,43,0,0,1992,0,0,0,47,2209,0.358999997,0.51700002,0.698000014,52,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.01875988,
4763,"Petri, Thomas",14675,103,1993,WI,6,0,0,1979,0,0,0,53,2809,0.358999997,0.51700002,0.698000014,9,0,0,0,0,0,8,64,1,0.248999998,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0.15945898,0.335404277
5761,"Upton, Fred",15446,105,1997,MI,6,0,1,1986,0,0,0,68,4624,0.358999997,0.167500004,0.076000005,16,0,0,0,0,0,6,36,0,0,0,0,0,0,2,1,1,1,0,11,0,0,0,0,1,1,1,1,0,14,2,2,2,0,1.041747689,0.907395601
7272,"Gillmor, Paul",15604,109,2005,OH,5,0,1,1988,0,0,0,67,4489,0.358999997,0.055999998,0.155000001,18,0,0,1,0,0,9,81,1,0.328999996,0,0,0,0,0,0,0,0,0,18,3,3,2,1,1,0,0,0,0,19,3,3,2,1,1.524960279,0.459439993
7915,"Ros-Lehtinen, Ileana",15634,110,2007,FL,18,0,0,1989,1,0,1,62,3844,0.358999997,0.536000013,0.764999986,25,0,0,0,0,0,10,100,1,0.254999995,0,0,1,0,0,0,0,0,0,23,4,5,4,2,2,1,2,2,2,25,5,7,6,4,2.360798836,3.057313681
3064,"Thomas, William",14669,99,1985,CA,20,0,0,1978,0,0,0,71,5041,0.35800001,0.460999995,0.675000012,45,0,0,0,1,0,4,16,1,0.526000023,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.209958345,0.400704861
4229,"Lewis, Jerry",14644,102,1991,CA,35,0,0,1978,0,0,0,61,3721,0.35800001,0.509000003,0.685000002,45,0,0,0,1,0,7,49,1,0.526000023,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.155842289,0.188317433
6888,"Jones, Walter",29546,108,2003,NC,3,0,1,1994,0,0,0,91,8281,0.35800001,0.103000008,0.14199999,13,0,0,0,0,0,5,25,1,0.202999994,0,0,1,0,0,0,0,0,0,17,2,1,1,0,3,1,0,0,0,20,3,1,1,0,0.784486055,0.910529315
3137,"Bilirakis, Michael",15006,100,1987,FL,9,0,0,1982,0,0,0,71,5041,0.356999993,0.48299998,0.675499976,19,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.209520444,0.289878041
3533,"Weber, Vin",14868,100,1987,MN,2,0,0,1980,0,0,0,52,2704,0.356999993,0.48299998,0.675499976,8,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015501721,0.12295337
4889,"Young, C.W.",13047,103,1993,FL,10,0,0,1970,0,0,0,57,3249,0.356999993,0.514999986,0.69599998,23,0,0,0,1,0,12,144,1,0.224000007,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.015633233,0.084697202
5275,"Spence, Floyd",13042,104,1995,SC,2,0,1,1970,0,0,0,100,10000,0.356999993,0.173999995,0.061000008,6,0,1,0,0,0,13,169,1,0.280999988,0,0,1,0,5,5,5,4,2,4,0,0,0,0,0,0,0,0,0,9,5,5,4,2,4.126276493,0.079177432
6786,"Diaz-Balart, Lincoln",29336,108,2003,FL,21,0,1,1992,0,0,1,100,10000,0.356999993,0.101999991,0.143000007,25,0,0,0,1,0,6,36,1,0.254999995,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.03320495,0.046820991
2042,"McCollum, Bill",14842,97,1981,FL,5,0,0,1980,0,0,0,56,3136,0.356000006,0.416999996,0.666000009,15,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0.207395166,
2804,"Frenzel, Bill",13015,99,1985,MN,3,0,0,1970,0,0,0,73,5329,0.356000006,0.458999991,0.672999978,8,0,0,0,1,0,8,64,1,0.210999995,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0.421115309,1.79878068
3504,"Sundquist, Don",15066,100,1987,TN,7,0,0,1982,0,0,0,72,5184,0.356000006,0.481999993,0.674499989,9,0,0,0,0,1,3,9,0,0,0,0,1,0,0,0,0,0,0,15,1,1,1,1,2,2,2,2,2,17,3,3,3,3,0.847733438,0.250855803
4705,"McCrery, Jim",15451,103,1993,LA,5,0,0,1988,0,0,0,63,3969,0.356000006,0.513999999,0.694999993,7,0,0,0,1,0,3,9,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.081292816,0.040656336
5007,"Ehlers, Vernon",29362,104,1995,MI,3,0,1,1993,0,0,0,74,5476,0.356000006,0.173000008,0.061999995,16,0,0,0,0,0,2,4,1,0.652999997,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,1,1,1,0,0.355973274,0.031266466
5455,"Emerson, Jo",29736,105,1997,MO,8,0,1,1996,1,0,0,50,2500,0.356000006,0.164500013,0.078999996,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.108484678,
5752,"Thune, John",29754,105,1997,SD,1,0,1,1996,0,0,0,58,3364,0.356000006,0.164500013,0.078999996,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0.48258698,
6190,"Thune, John",29754,106,1999,SD,1,0,1,1996,0,0,0,75,5625,0.356000006,0.197999999,0.086999997,1,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,13,5,5,5,4,0,0,0,0,0,14,5,5,5,4,2.643545628,0.48258698
6637,"Thune, John",29754,107,2001,SD,1,0,1,1996,0,0,0,73,5329,0.356000006,0.153000012,0.115999997,1,0,0,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,22,1,3,3,1,1,0,1,1,0,23,1,4,4,1,1.592810988,2.643545628
6898,"King, Peter",29375,108,2003,NY,3,0,1,1992,0,0,0,72,5184,0.356000006,0.101000004,0.143999994,29,0,0,1,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,33,2,4,3,0,2,1,1,1,1,35,3,5,4,1,1.753616929,2.000685692
5634,"Northup, Anne",29725,105,1997,KY,3,0,1,1996,1,0,0,50,2500,0.354999989,0.163499996,0.080000013,6,0,0,0,1,0,1,1,1,0.086999997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.01808078,
6229,"Young, Don",14066,106,1999,AK,1,0,1,1973,0,0,0,63,3969,0.354999989,0.196999982,0.088000014,1,0,1,0,0,0,14,196,1,0.319999993,0,0,0,0,1,1,1,1,0,45,23,22,12,6,4,0,1,1,1,50,24,24,14,7,8.151297569,10.11370087
7904,"Regula, Ralph",14045,110,2007,OH,16,0,0,1972,0,0,0,58,3364,0.354999989,0.532000005,0.760999978,18,0,0,0,1,0,18,324,1,0.354999989,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,3,1,1,1,0,0.294455856,1.908941031
216,"Ketchum, William",14028,93,1973,CA,36,0,0,1972,0,0,0,53,2809,0.354000002,0.400999993,0.673500001,43,0,0,0,0,0,1,1,1,0.526000023,0,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,33,0,0,0,0,0.154018581,
664,"Ketchum, William",14028,94,1975,CA,18,0,0,1972,0,0,0,53,2809,0.354000002,0.537,0.666999996,43,0,0,0,1,0,2,4,1,0.526000023,0,0,0,0,0,0,0,0,0,43,1,1,1,1,6,1,1,1,0,49,2,2,2,1,0.731222391,0.154018581
1106,"Ketchum, William",14028,95,1977,CA,18,0,0,1972,0,0,0,64,4096,0.354000002,0.523500025,0.656000018,43,0,0,0,1,0,3,9,1,0.526000023,0,0,0,0,0,0,0,0,0,36,2,2,2,0,7,2,2,2,1,43,4,4,4,1,0.846767902,0.731222391
3339,"Lewis, Thomas",15035,100,1987,FL,12,0,0,1982,0,0,0,100,10000,0.354000002,0.479999989,0.672500014,19,0,0,0,0,0,3,9,1,0.224000007,0,0,1,0,1,1,1,1,1,13,4,2,1,0,0,0,0,0,0,14,5,3,2,1,1.590822816,0.640118957
3987,"Whittaker, Bob",14670,101,1989,KS,5,0,0,1978,0,0,0,70,4900,0.354000002,0.485500008,0.675999999,5,0,0,0,0,0,6,36,1,0.169,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.07457757,1.25364399
4234,"Livingston, Bob",14469,102,1991,LA,1,0,0,1977,0,0,0,,,0.354000002,0.504999995,0.680999994,8,0,0,0,1,0,8,64,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.067760557,0.057367362
6319,"Davis, Tom",29576,107,2001,VA,11,0,1,1994,0,0,0,62,3844,0.354000002,0.151000008,0.118000001,11,0,0,1,0,0,4,16,0,0,0,0,1,0,0,0,0,0,0,25,6,5,5,3,0,0,0,0,0,25,6,5,5,3,3.299409628,4.002799511
804,"Satterfield, David",10767,94,1975,VA,3,1,1,1964,0,0,0,90,8100,0.352999985,0.536000013,0.666000009,10,0,0,1,0,0,6,36,1,0.164000005,0,0,1,1,4,4,4,4,4,37,4,4,4,1,0,0,0,0,0,41,8,8,8,5,4.871052265,0.68972367
1274,"Stockman, David",14453,95,1977,MI,4,0,0,1976,0,0,0,61,3721,0.352999985,0.522499979,0.654999971,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0.065568916,
1718,"Stockman, David",14453,96,1979,MI,4,0,0,1976,0,0,0,71,5041,0.352999985,0.491999984,0.661000013,19,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0.036611807,0.065568916
2617,"Thomas, William",14669,98,1983,CA,20,0,0,1978,0,0,0,68,4624,0.352999985,0.478999972,0.657999992,45,0,0,0,1,0,3,9,1,0.526000023,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,16,4,0,0,0,0.400704861,0.323356271
6346,"English, Phil",29563,107,2001,PA,21,0,1,1994,0,0,0,61,3721,0.352999985,0.149999991,0.119000018,21,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,3,0,1,1,0,46,0,1,1,0,0.732060969,0.886517227
312,"Price, Robert",11062,93,1973,TX,13,0,0,1966,0,0,0,55,3025,0.351999998,0.398999989,0.671500027,24,0,0,0,0,0,4,16,0,0,0,0,1,0,1,0,0,0,0,37,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0.202601627,
1081,"Holt, Marjorie",14021,95,1977,MD,4,0,0,1972,1,0,0,58,3364,0.351999998,0.521499991,0.653999984,8,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3,1,1,1,1,37,1,1,1,1,0.29779616,0.440879762
1280,"Taylor, G.",14057,95,1977,MO,7,0,0,1972,0,0,0,62,3844,0.351999998,0.521499991,0.653999984,10,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,1,1,1,1,10,1,1,1,1,0.137656689,0.271691352
1965,"Hendon, Bill",14832,97,1981,NC,11,0,0,1980,0,0,0,54,2916,0.351999998,0.412999988,0.662,11,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0.029432468,
3257,"Gingrich, Newt",14627,100,1987,GA,6,0,0,1978,0,0,0,60,3600,0.351999998,0.477999985,0.67049998,10,0,0,0,0,0,5,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.003100344,0.052255183
