,thomas_num,thomas_name,first_name,last_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,votepct,votepct_sq,dwnom1,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,maj_leader,min_leader,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les
8023,8023,"Altmire, Jason", Jason,Altmire,20743,111,2009,PA,4,1,1,2006,0,56,3136,-0.136999995,19,0,0,1,0,0,2,4,0,0,1,1,1,1,1,11,0,0,0,0,1,1,1,1,1,13,2,2,2,2,1.803761482
8472,8473,"Altmire, Jason", Jason,Altmire,20743,112,2011,PA,4,1,0,2006,0,51,2601,-0.136999995,19,0,0,0,0,0,3,9,0,0,0,0,0,0,0,15,1,1,0,0,1,1,1,1,1,16,2,2,1,1,0.60371083
8473,8474,"Amash, Justin", Justin,Amash,21143,112,2011,MI,3,0,1,2010,0,60,3600,0.996999979,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.06710507
453,453,"Ambro, Jerome", Jerome,Ambro,14200,94,1975,NY,3,1,1,1974,0,52,2704,-0.185000002,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,2,1,1,1,0,14,1,1,1,0,0.123152494
895,895,"Ambro, Jerome", Jerome,Ambro,14200,95,1977,NY,3,1,1,1974,0,53,2809,-0.185000002,39,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,0,0,0,0,3,1,1,1,1,9,1,1,1,1,0.121264465
1338,1338,"Ambro, Jerome", Jerome,Ambro,14200,96,1979,NY,3,1,1,1974,0,51,2601,-0.185000002,39,0,0,1,0,0,3,9,0,0,2,2,2,2,1,8,1,1,0,0,0,0,0,0,0,10,3,3,2,1,1.673059821
896,896,"Ammerman, Joseph", Joseph,Ammerman,14401,95,1977,PA,23,1,1,1976,0,57,3249,-0.305999994,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.044132926
8474,8475,"Amodei, Mark", Mark,Amodei,21196,112,2011,NV,2,0,1,2011,0,58,3364,0.674000025,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,3,2,1,0,0,0,0,0,0,14,3,2,1,0,0.928465068
8,8,"Anderson, Glenn", Glenn,Anderson,12001,93,1973,CA,35,1,1,1968,0,75,5625,-0.293000013,43,0,0,0,0,0,3,9,0,0,1,0,0,0,0,84,0,0,0,0,2,0,0,0,0,87,0,0,0,0,0.446550518
454,454,"Anderson, Glenn", Glenn,Anderson,12001,94,1975,CA,32,1,1,1968,0,88,7744,-0.284000009,43,0,0,1,0,0,4,16,0,0,2,2,2,2,0,73,3,3,3,2,3,0,0,0,0,78,5,5,5,2,2.59817338
897,897,"Anderson, Glenn", Glenn,Anderson,12001,95,1977,CA,32,1,1,1968,0,72,5184,-0.275000006,43,0,0,1,0,0,5,25,0,0,8,4,4,4,2,94,7,7,6,2,3,1,1,1,1,105,12,12,11,5,5.25313282
1340,1340,"Anderson, Glenn", Glenn,Anderson,12001,96,1979,CA,32,1,1,1968,0,71,5041,-0.266000003,43,0,0,1,0,0,6,36,0,0,3,3,3,2,1,24,1,1,0,0,2,0,0,0,0,29,4,4,2,1,2.196170807
1778,1778,"Anderson, Glenn", Glenn,Anderson,12001,97,1981,CA,32,1,1,1968,0,66,4356,-0.256999999,43,0,0,1,0,0,7,49,0,0,4,4,4,4,4,22,3,0,0,0,3,0,1,1,1,29,7,5,5,5,5.049945831
2225,2225,"Anderson, Glenn", Glenn,Anderson,12001,98,1983,CA,32,1,1,1968,0,58,3364,-0.247999996,45,0,0,1,0,0,8,64,0,0,3,3,3,3,1,10,3,0,0,0,1,1,1,1,1,14,7,4,4,2,2.256049395
2669,2669,"Anderson, Glenn", Glenn,Anderson,12001,99,1985,CA,32,1,1,1968,0,61,3721,-0.238999993,45,0,0,1,0,0,9,81,0,0,1,1,1,1,0,15,3,1,1,0,0,0,0,0,0,16,4,2,2,0,1.198615909
3111,3111,"Anderson, Glenn", Glenn,Anderson,12001,100,1987,CA,32,1,1,1968,0,69,4761,-0.230000004,45,0,1,1,0,0,10,100,0,0,5,4,5,5,2,9,4,2,2,2,1,0,0,0,0,15,8,7,7,4,4.356234074
3557,3557,"Anderson, Glenn", Glenn,Anderson,12001,101,1989,CA,32,1,1,1968,0,67,4489,-0.221000001,45,0,1,1,0,0,11,121,0,0,3,3,3,2,0,15,9,5,2,1,0,0,0,0,0,18,12,8,4,1,2.993599415
4008,4008,"Anderson, Glenn", Glenn,Anderson,12001,102,1991,CA,32,1,1,1968,0,62,3844,-0.211999997,45,0,0,0,0,0,12,144,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0.230909824
7,7,"Anderson, John", John,Anderson,10501,93,1973,IL,16,0,0,1960,0,72,5184,0.101999998,24,0,0,0,1,0,7,49,0,1,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0.289430887
455,455,"Anderson, John", John,Anderson,10501,94,1975,IL,16,0,0,1960,0,55,3025,0.059999999,24,0,0,0,1,0,8,64,0,1,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.166238457
898,898,"Anderson, John", John,Anderson,10501,95,1977,IL,16,0,0,1960,0,68,4624,0.018999999,24,0,0,0,1,0,9,81,0,1,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0.172748879
1339,1339,"Anderson, John", John,Anderson,10501,96,1979,IL,16,0,0,1960,0,65,4225,-0.023,24,0,0,0,1,0,10,100,0,0,0,0,0,0,0,11,0,0,0,0,2,1,1,1,1,13,1,1,1,1,0.209471971
9,9,"Andrews, Ike", Ike,Andrews,14001,93,1973,NC,4,1,1,1972,0,50,2500,-0.097999997,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.087862954
457,457,"Andrews, Ike", Ike,Andrews,14001,94,1975,NC,4,1,1,1972,0,65,4225,-0.118000001,11,0,0,0,0,0,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.045858886
899,899,"Andrews, Ike", Ike,Andrews,14001,95,1977,NC,4,1,1,1972,0,61,3721,-0.137999997,11,0,0,1,0,0,3,9,0,0,3,3,3,2,2,5,0,0,0,0,0,0,0,0,0,8,3,3,2,2,1.971438527
1341,1341,"Andrews, Ike", Ike,Andrews,14001,96,1979,NC,4,1,1,1972,0,100,10000,-0.157000005,11,0,0,1,0,0,4,16,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0.557278872
1779,1779,"Andrews, Ike", Ike,Andrews,14001,97,1981,NC,4,1,1,1972,0,53,2809,-0.177000001,11,0,0,1,0,0,5,25,0,0,1,1,1,1,0,3,2,1,0,0,0,0,0,0,0,4,3,2,1,0,0.855560064
2227,2227,"Andrews, Ike", Ike,Andrews,14001,98,1983,NC,4,1,1,1972,0,51,2601,-0.196999997,11,0,0,1,0,0,6,36,0,0,4,3,4,3,0,8,3,2,1,0,0,0,0,0,0,12,6,6,4,0,2.153893232
10,10,"Andrews, Mark", Mark,Andrews,10569,93,1973,ND,1,0,0,1963,0,73,5329,0.105999999,1,0,0,0,1,0,6,36,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0.106469221
456,456,"Andrews, Mark", Mark,Andrews,10569,94,1975,ND,1,0,0,1963,0,56,3136,0.103,1,0,0,0,1,0,7,49,0,0,0,0,0,0,0,31,0,0,0,0,1,1,1,1,0,32,1,1,1,0,0.230920881
900,900,"Andrews, Mark", Mark,Andrews,10569,95,1977,ND,1,0,0,1963,0,63,3969,0.101000004,1,0,0,0,1,0,8,64,0,0,0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0.134920657
1342,1342,"Andrews, Mark", Mark,Andrews,10569,96,1979,ND,1,0,0,1963,0,68,4624,0.097999997,1,0,0,0,1,0,9,81,0,0,0,0,0,0,0,9,1,1,1,1,2,0,0,0,0,11,1,1,1,1,0.534794569
2226,2226,"Andrews, Michael", Michael,Andrews,15001,98,1983,TX,25,1,1,1982,0,60,3600,-0.107000001,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.06821534
2670,2670,"Andrews, Michael", Michael,Andrews,15001,99,1985,TX,25,1,1,1982,0,64,4096,-0.118000001,27,0,0,0,1,0,2,4,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0.098362699
3112,3112,"Andrews, Michael", Michael,Andrews,15001,100,1987,TX,25,1,1,1982,0,100,10000,-0.129999995,27,0,0,0,1,0,3,9,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0.668877721
3558,3558,"Andrews, Michael", Michael,Andrews,15001,101,1989,TX,25,1,1,1982,0,71,5041,-0.141000003,27,0,0,0,1,0,4,16,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.172102079
4009,4009,"Andrews, Michael", Michael,Andrews,15001,102,1991,TX,25,1,1,1982,0,100,10000,-0.151999995,27,0,0,0,1,0,5,25,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.257490128
4452,4452,"Andrews, Michael", Michael,Andrews,15001,103,1993,TX,25,1,1,1982,0,56,3136,-0.163000003,30,0,0,0,1,1,6,36,0,0,1,0,0,0,0,26,1,0,0,0,0,0,0,0,0,27,1,0,0,0,0.501274765
4011,4011,"Andrews, Robert", Robert,Andrews,29132,102,1991,NJ,1,1,1,1990,0,54,2916,-0.148000002,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1,0,0,0,1,1,1,1,0,11,2,1,1,0,0.243123621
4453,4453,"Andrews, Robert", Robert,Andrews,29132,103,1993,NJ,1,1,1,1990,0,67,4489,-0.182999998,13,0,0,0,0,0,2,4,0,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0.391842097
4897,4897,"Andrews, Robert", Robert,Andrews,29132,104,1995,NJ,1,1,0,1990,0,72,5184,-0.217999995,13,0,0,0,0,0,3,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.382614672
5343,5343,"Andrews, Robert", Robert,Andrews,29132,105,1997,NJ,1,1,0,1990,0,76,5776,-0.252999991,13,0,0,0,0,0,4,16,0,0,0,0,0,0,0,46,1,1,0,0,0,0,0,0,0,46,1,1,0,0,1.039209604
5792,5792,"Andrews, Robert", Robert,Andrews,29132,106,1999,NJ,1,1,0,1990,0,73,5329,-0.289000005,13,0,0,0,0,0,5,25,0,0,0,0,0,0,0,93,2,2,1,0,0,0,0,0,0,93,2,2,1,0,1.897140026
6236,6236,"Andrews, Robert", Robert,Andrews,29132,107,2001,NJ,1,1,0,1990,0,76,5776,-0.324000001,13,0,0,0,0,0,6,36,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0,1.576306701
6684,6684,"Andrews, Robert", Robert,Andrews,29132,108,2003,NJ,1,1,0,1990,0,93,8649,-0.358999997,13,0,0,0,0,0,7,49,0,0,0,0,0,0,0,104,0,0,0,0,1,0,0,0,0,105,0,0,0,0,1.729977965
7127,7127,"Andrews, Robert", Robert,Andrews,29132,109,2005,NJ,1,1,0,1990,0,75,5625,-0.393999994,13,0,0,0,0,0,8,64,0,0,0,0,0,0,0,119,0,0,0,0,1,0,0,0,0,120,0,0,0,0,1.667080402
7572,7572,"Andrews, Robert", Robert,Andrews,29132,110,2007,NJ,1,1,1,1990,0,100,10000,-0.42899999,13,0,0,1,0,1,9,81,0,0,0,0,0,0,0,33,2,1,0,0,0,0,0,0,0,33,2,1,0,0,0.669421434
8024,8024,"Andrews, Robert", Robert,Andrews,29132,111,2009,NJ,1,1,1,1990,0,72,5184,-0.367000014,13,0,0,1,0,0,10,100,0,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,7,2,1,1,0,0.560601234
8475,8476,"Andrews, Robert", Robert,Andrews,29132,112,2011,NJ,1,1,0,1990,0,63,3969,-0.388999999,13,0,0,0,0,0,11,121,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0.378472567
4010,4010,"Andrews, Thomas", Thomas,Andrews,29121,102,1991,ME,1,1,1,1990,0,60,3600,-0.419,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0.554303646
4454,4454,"Andrews, Thomas", Thomas,Andrews,29121,103,1993,ME,1,1,1,1990,0,65,4225,-0.419,2,0,0,0,0,0,2,4,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,1,0,7,2,2,2,1,1.164237499
11,11,"Annunzio, Frank", Frank,Annunzio,10703,93,1973,IL,11,1,1,1964,0,53,2809,-0.402999997,24,0,0,1,0,0,5,25,0,0,0,0,0,0,0,46,1,1,1,0,7,1,1,1,1,53,2,2,2,1,0.627664626
458,458,"Annunzio, Frank", Frank,Annunzio,10703,94,1975,IL,11,1,1,1964,0,72,5184,-0.393000007,24,0,0,1,0,0,6,36,0,0,5,4,5,5,3,51,1,2,2,2,5,0,1,1,0,61,5,8,8,5,4.581917763
901,901,"Annunzio, Frank", Frank,Annunzio,10703,95,1977,IL,11,1,1,1964,0,67,4489,-0.381999999,24,0,0,1,0,0,7,49,0,0,4,2,2,2,1,44,1,1,0,0,4,1,1,1,1,52,4,4,3,2,1.846602082
1343,1343,"Annunzio, Frank", Frank,Annunzio,10703,96,1979,IL,11,1,1,1964,0,74,5476,-0.372000009,24,0,0,1,0,0,8,64,0,0,2,1,2,2,2,28,0,1,1,0,5,0,2,2,2,35,1,5,5,4,2.235228539
1780,1780,"Annunzio, Frank", Frank,Annunzio,10703,97,1981,IL,11,1,1,1964,0,70,4900,-0.361000001,24,0,0,1,0,0,9,81,0,0,2,1,2,2,1,21,5,1,1,1,2,1,1,1,1,25,7,4,4,3,2.768070936
2228,2228,"Annunzio, Frank", Frank,Annunzio,10703,98,1983,IL,11,1,1,1964,0,73,5329,-0.351000011,22,0,1,1,0,0,10,100,0,0,4,3,4,4,0,16,6,3,3,2,0,0,0,0,0,20,9,7,7,2,3.32983923
2671,2671,"Annunzio, Frank", Frank,Annunzio,10703,99,1985,IL,11,1,1,1964,0,63,3969,-0.340000004,22,0,1,1,0,0,11,121,0,0,1,1,1,1,1,8,4,4,4,1,3,2,3,3,1,12,7,8,8,3,2.825242996
3113,3113,"Annunzio, Frank", Frank,Annunzio,10703,100,1987,IL,11,1,1,1964,0,71,5041,-0.330000013,22,0,1,1,0,0,12,144,0,0,1,1,1,1,1,7,3,1,1,1,1,0,0,0,0,9,4,2,2,2,1.556637168
3559,3559,"Annunzio, Frank", Frank,Annunzio,10703,101,1989,IL,11,1,1,1964,0,65,4225,-0.319000006,22,0,1,1,0,0,13,169,0,0,3,1,2,2,0,6,1,1,1,0,3,1,0,0,0,12,3,3,3,0,1.336948633
4012,4012,"Annunzio, Frank", Frank,Annunzio,10703,102,1991,IL,11,1,1,1964,0,54,2916,-0.308999985,22,0,0,1,0,0,14,196,0,0,3,2,3,3,0,7,1,0,0,0,1,0,0,0,0,11,3,3,3,0,1.540267825
1344,1344,"Anthony, Beryl", Beryl,Anthony,14601,96,1979,AR,4,1,1,1978,0,100,10000,-0.194000006,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.010768179
1781,1781,"Anthony, Beryl", Beryl,Anthony,14601,97,1981,AR,4,1,1,1978,0,100,10000,-0.209999993,4,0,0,0,1,1,2,4,0,0,0,0,0,0,0,5,2,1,1,1,1,0,0,0,0,6,2,1,1,1,0.66983825
2229,2229,"Anthony, Beryl", Beryl,Anthony,14601,98,1983,AR,4,1,1,1978,0,66,4356,-0.225999996,4,0,0,0,1,0,3,9,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0.189437971
2672,2672,"Anthony, Beryl", Beryl,Anthony,14601,99,1985,AR,4,1,1,1978,0,98,9604,-0.240999997,4,0,0,0,1,0,4,16,0,0,0,0,0,0,0,13,6,1,1,0,1,0,0,0,0,14,6,1,1,0,0.759141803
3114,3114,"Anthony, Beryl", Beryl,Anthony,14601,100,1987,AR,4,1,1,1978,0,78,6084,-0.256999999,4,0,0,0,1,0,5,25,0,0,0,0,0,0,0,10,1,0,0,0,2,1,1,1,0,12,2,1,1,0,0.264006853
3560,3560,"Anthony, Beryl", Beryl,Anthony,14601,101,1989,AR,4,1,1,1978,0,69,4761,-0.273000002,4,0,0,0,1,0,6,36,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0.160628617
4013,4013,"Anthony, Beryl", Beryl,Anthony,14601,102,1991,AR,4,1,1,1978,0,72,5184,-0.287999988,4,0,0,0,1,0,7,49,0,0,0,0,0,0,0,15,2,1,0,0,0,0,0,0,0,15,2,1,0,0,0.396919698
902,902,"Applegate, Douglas", Douglas,Applegate,14402,95,1977,OH,18,1,1,1976,0,63,3969,-0.068000004,23,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,1,1,1,1,0,0,0,0,0,14,1,1,1,1,0.486532956
1345,1345,"Applegate, Douglas", Douglas,Applegate,14402,96,1979,OH,18,1,1,1976,0,60,3600,-0.075999998,23,0,0,0,0,0,2,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0.077530891
1782,1782,"Applegate, Douglas", Douglas,Applegate,14402,97,1981,OH,18,1,1,1976,0,76,5776,-0.083999999,23,0,0,0,0,0,3,9,0,0,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1.262274742
2230,2230,"Applegate, Douglas", Douglas,Applegate,14402,98,1983,OH,18,1,1,1976,0,100,10000,-0.092,21,0,0,1,0,0,4,16,0,0,2,2,2,1,0,40,10,0,0,0,0,0,0,0,0,42,12,2,1,0,1.765044093
2673,2673,"Applegate, Douglas", Douglas,Applegate,14402,99,1985,OH,18,1,1,1976,0,76,5776,-0.100000001,21,0,0,1,0,0,5,25,0,0,2,2,2,2,1,10,4,1,0,0,0,0,0,0,0,12,6,3,2,1,2.171952724
3115,3115,"Applegate, Douglas", Douglas,Applegate,14402,100,1987,OH,18,1,1,1976,0,100,10000,-0.108000003,21,0,0,1,0,0,6,36,0,0,2,2,2,2,1,12,7,0,0,0,0,0,0,0,0,14,9,2,2,1,1.982417226
3561,3561,"Applegate, Douglas", Douglas,Applegate,14402,101,1989,OH,18,1,1,1976,0,78,6084,-0.115999997,21,0,0,1,0,0,7,49,0,0,4,4,3,3,0,15,4,2,1,1,0,0,0,0,0,19,8,5,4,1,2.689354658
4014,4014,"Applegate, Douglas", Douglas,Applegate,14402,102,1991,OH,18,1,1,1976,0,74,5476,-0.123999998,21,0,0,1,0,0,8,64,0,0,4,3,4,4,3,8,2,0,0,0,0,0,0,0,0,12,5,4,4,3,3.366316557
4455,4455,"Applegate, Douglas", Douglas,Applegate,14402,103,1993,OH,18,1,1,1976,0,68,4624,-0.133000001,19,0,0,1,0,0,9,81,0,0,1,1,1,1,0,6,1,1,1,0,0,0,0,0,0,7,2,2,2,0,0.910515964
12,12,"Archer, Bill", Bill,Archer,13002,93,1973,TX,7,0,0,1970,0,82,6724,0.463999987,24,0,0,0,1,0,2,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0.180894315
459,459,"Archer, Bill", Bill,Archer,13002,94,1975,TX,7,0,0,1970,0,79,6241,0.469999999,24,0,0,0,1,0,3,9,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0.303815126
903,903,"Archer, Bill", Bill,Archer,13002,95,1977,TX,7,0,0,1970,0,100,10000,0.474999994,24,0,0,0,1,0,4,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0.126094073
1346,1346,"Archer, Bill", Bill,Archer,13002,96,1979,TX,7,0,0,1970,0,85,7225,0.481000006,24,0,0,0,1,0,5,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0.139986321
1783,1783,"Archer, Bill", Bill,Archer,13002,97,1981,TX,7,0,0,1970,0,82,6724,0.486999989,24,0,0,0,1,0,6,36,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0.238596395
2231,2231,"Archer, Bill", Bill,Archer,13002,98,1983,TX,7,0,0,1970,0,85,7225,0.492000014,27,0,0,0,1,0,7,49,0,0,0,0,0,0,0,18,4,1,1,1,0,0,0,0,0,18,4,1,1,1,0.82787627
2674,2674,"Archer, Bill", Bill,Archer,13002,99,1985,TX,7,0,0,1970,0,87,7569,0.497999996,27,0,0,0,1,0,8,64,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,12,2,0,0,0,0.296963334
3116,3116,"Archer, Bill", Bill,Archer,13002,100,1987,TX,7,0,0,1970,0,87,7569,0.504000008,27,0,0,0,1,0,9,81,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0.349035919
3562,3562,"Archer, Bill", Bill,Archer,13002,101,1989,TX,7,0,0,1970,0,79,6241,0.509000003,27,0,0,0,1,0,10,100,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.315520495
4015,4015,"Archer, Bill", Bill,Archer,13002,102,1991,TX,7,0,0,1970,0,100,10000,0.514999986,27,0,0,0,1,0,11,121,0,0,1,1,1,1,0,23,0,0,0,0,0,0,0,0,0,24,1,1,1,0,0.811793804
4456,4456,"Archer, Bill", Bill,Archer,13002,103,1993,TX,7,0,0,1970,0,100,10000,0.521000028,30,0,0,0,1,0,12,144,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0.218865275
4898,4898,"Archer, Bill", Bill,Archer,13002,104,1995,TX,7,0,1,1970,0,100,10000,0.526000023,30,0,1,0,1,0,13,169,0,0,17,13,15,11,6,14,2,1,0,0,0,0,0,0,0,31,15,16,11,6,12.19011593
5344,5344,"Archer, Bill", Bill,Archer,13002,105,1997,TX,7,0,1,1970,0,81,6561,0.532000005,30,0,1,0,1,0,14,196,0,0,11,11,11,9,3,13,1,2,1,0,0,0,0,0,0,24,12,13,10,3,10.1165657
5793,5793,"Archer, Bill", Bill,Archer,13002,106,1999,TX,7,0,1,1970,0,93,8649,0.537999988,30,0,1,0,1,0,15,225,0,0,7,6,7,5,2,11,1,2,2,2,0,0,0,0,0,18,7,9,7,4,5.744656086
7573,7573,"Arcuri, Michael", Michael,Arcuri,20736,110,2007,NY,24,1,1,2006,0,54,2916,-0.333999991,29,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,6,1,1,1,1,0.187611565
8025,8025,"Arcuri, Michael", Michael,Arcuri,20736,111,2009,NY,24,1,1,2006,0,52,2704,-0.195999995,29,0,0,0,1,0,2,4,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,14,2,0,0,0,0.426089197
13,13,"Arends, Leslie", Leslie,Arends,226,93,1973,IL,15,0,0,1934,0,57,3249,0.296000004,24,0,0,0,0,0,20,400,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.015505226
2675,2675,"Armey, Richard", Richard,Armey,15125,99,1985,TX,26,0,0,1984,0,51,2601,0.718999982,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0.209958345
3117,3117,"Armey, Richard", Richard,Armey,15125,100,1987,TX,26,0,0,1984,0,68,4624,0.702000022,27,0,0,0,0,1,2,4,0,0,1,1,1,1,1,12,1,0,0,0,1,0,1,1,0,14,2,2,2,1,1.182022572
3563,3563,"Armey, Richard", Richard,Armey,15125,101,1989,TX,26,0,0,1984,0,69,4761,0.684000015,27,0,0,0,0,1,3,9,0,0,1,0,0,0,0,12,0,0,0,0,1,1,1,1,0,14,1,1,1,0,0.254101694
4016,4016,"Armey, Richard", Richard,Armey,15125,102,1991,TX,26,0,0,1984,0,70,4900,0.666999996,27,0,0,0,0,1,4,16,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,1,0,13,1,1,1,0,0.212634861
4457,4457,"Armey, Richard", Richard,Armey,15125,103,1993,TX,26,0,0,1984,0,73,5329,0.649999976,30,0,0,0,0,0,5,25,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.140699103
4899,4899,"Armey, Richard", Richard,Armey,15125,104,1995,TX,26,0,1,1984,0,76,5776,0.633000016,30,0,0,0,0,0,6,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.019130735
5345,5345,"Armey, Richard", Richard,Armey,15125,105,1997,TX,26,0,1,1984,0,74,5476,0.615999997,30,0,0,0,0,0,7,49,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.148808479
5794,5794,"Armey, Richard", Richard,Armey,15125,106,1999,TX,26,0,1,1984,0,88,7744,0.59799999,30,0,0,0,0,0,8,64,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.107947804
6237,6237,"Armey, Richard", Richard,Armey,15125,107,2001,TX,26,0,1,1984,0,72,5184,0.58099997,30,0,1,0,0,0,9,81,1,0,2,1,2,2,1,6,1,0,0,0,0,0,0,0,0,8,2,2,2,1,2.148568153
14,14,"Armstrong, William", William,Armstrong,14002,93,1973,CO,5,0,0,1972,0,62,3844,0.441000015,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,3,1,1,1,1,11,1,1,1,1,0.137053624
460,460,"Armstrong, William", William,Armstrong,14002,94,1975,CO,5,0,0,1972,0,58,3364,0.441000015,5,0,0,0,1,0,2,4,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0.111207798
904,904,"Armstrong, William", William,Armstrong,14002,95,1977,CO,5,0,0,1972,0,66,4356,0.441000015,5,0,0,0,1,0,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.100875258
15,15,"Ashbrook, John", John,Ashbrook,10502,93,1973,OH,17,0,0,1960,0,57,3249,0.601000011,23,0,0,0,0,0,7,49,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,34,0,0,0,0,0.171591178
461,461,"Ashbrook, John", John,Ashbrook,10502,94,1975,OH,17,0,0,1960,0,53,2809,0.592999995,23,0,0,0,0,0,8,64,0,0,0,0,0,0,0,51,0,0,0,0,2,0,0,0,0,53,0,0,0,0,0.294643342
905,905,"Ashbrook, John", John,Ashbrook,10502,95,1977,OH,17,0,0,1960,0,57,3249,0.586000025,23,0,0,0,0,0,9,81,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,51,0,0,0,0,0.316496134
1347,1347,"Ashbrook, John", John,Ashbrook,10502,96,1979,OH,17,0,0,1960,0,67,4489,0.578000009,23,0,0,0,0,0,10,100,0,0,0,0,0,0,0,43,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0.467338979
